"Byte Index"	"Line Number"	"Data Type Flag"	"Data Point"	"Test Time"	"Step Time"	"Cycle Index"	"Step Index"	"Current"	"Voltage"	"Charge Capacity"	"Discharge Capacity"	"Charge Energy"	"Discharge Energy"	"Data Flags"	"Data Time"	"Other Information"
 	 	 	 	"s"	"s"	 	 	"A"	"V"	Ah	Ah	Wh	Wh	 	"DateTime"	"JSON"
47450	248	1	244	7.50800037384033e-01	7.50800037384033e-01	1	1	 9.111011e-02	-3.352165e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709221465000	{}
47626	249	1	245	7.53400039672851e-01	7.53400039672851e-01	1	1	 9.111011e-02	-3.352165e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221491000	{}
47802	250	1	246	7.57200002670288e-01	7.57200002670288e-01	1	1	 9.111028e-02	-3.299713e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221529000	{}
47978	251	1	247	7.58699989318847e-01	7.58699989318847e-01	1	1	 9.111028e-02	-3.299713e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221544000	{}
48154	252	1	248	7.62899971008300e-01	7.62899971008300e-01	1	1	 9.111070e-02	-3.390312e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221586000	{}
48330	253	1	249	7.65999984741210e-01	7.65999984741210e-01	1	1	 9.111112e-02	-3.461837e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221617000	{}
48506	254	1	250	7.68300008773803e-01	7.68300008773803e-01	1	1	 9.111112e-02	-3.461837e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221640000	{}
48682	255	1	251	7.73099994659423e-01	7.73099994659423e-01	1	1	 9.111142e-02	-3.571510e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221688000	{}
48858	256	1	252	7.74800014495849e-01	7.74800014495849e-01	1	1	 9.111142e-02	-3.571510e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221705000	{}
49034	257	1	253	7.78800010681152e-01	7.78800010681152e-01	1	1	 9.111171e-02	-3.705024e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221745000	{}
49210	258	1	254	7.81300020217895e-01	7.81300020217895e-01	1	1	 9.111171e-02	-3.705024e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221770000	{}
49386	259	1	255	7.85500001907348e-01	7.85500001907348e-01	1	1	 9.111202e-02	-3.652572e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221812000	{}
49562	260	1	256	7.87400007247924e-01	7.87400007247924e-01	1	1	 9.111202e-02	-3.652572e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221831000	{}
49738	261	1	257	7.90700006484985e-01	7.90700006484985e-01	1	1	 9.111249e-02	-3.571510e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221864000	{}
49914	262	1	258	7.93499994277954e-01	7.93499994277954e-01	1	1	 9.111249e-02	-3.571510e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221892000	{}
50090	263	1	259	7.96999979019165e-01	7.96999979019165e-01	1	1	 9.111285e-02	-3.542900e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221927000	{}
50266	264	1	260	8.00300025939941e-01	8.00300025939941e-01	1	1	 9.111285e-02	-3.542900e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221960000	{}
50442	265	1	261	8.03499984741210e-01	8.03499984741210e-01	1	1	 9.111314e-02	-3.542900e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709221992000	{}
50618	266	1	262	8.05999946594238e-01	8.05999946594238e-01	1	1	 9.111314e-02	-3.542900e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709222017000	{}
50794	267	1	263	8.09499931335449e-01	8.09499931335449e-01	1	1	 9.111338e-02	-3.547668e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709222052000	{}
50970	268	1	264	8.11499977111816e-01	8.11499977111816e-01	1	1	 9.111332e-02	-3.566741e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709222072000	{}
51146	269	1	265	8.14800071716308e-01	8.14800071716308e-01	1	1	 9.111332e-02	-3.566741e-04	 1.879921e-05	 0.000000e000	-6.365255e-09	 0.000000e000	2097152	16212709222105000	{}
51322	270	1	266	8.18700027465820e-01	8.18700027465820e-01	1	1	 9.111351e-02	-3.514289e-04	 2.047216e-05	 0.000000e000	-6.953177e-09	 0.000000e000	2097152	16212709222144000	{}
51498	271	1	267	8.21199989318847e-01	8.21199989318847e-01	1	1	 9.111351e-02	-3.514289e-04	 2.047216e-05	 0.000000e000	-6.953177e-09	 0.000000e000	2097152	16212709222169000	{}
51674	272	1	268	8.24199962615966e-01	8.24199962615966e-01	1	1	 9.111380e-02	-3.619194e-04	 2.047216e-05	 0.000000e000	-6.953177e-09	 0.000000e000	2097152	16212709222199000	{}
51850	273	1	269	8.27099990844726e-01	8.27099990844726e-01	1	1	 9.111380e-02	-3.619194e-04	 2.047216e-05	 0.000000e000	-6.953177e-09	 0.000000e000	2097152	16212709222228000	{}
52026	274	1	270	8.30700016021728e-01	8.30700016021728e-01	1	1	 9.111398e-02	-3.600120e-04	 2.047216e-05	 0.000000e000	-6.953177e-09	 0.000000e000	2097152	16212709222264000	{}
52202	275	1	271	8.34099960327148e-01	8.34099960327148e-01	1	1	 9.111433e-02	-3.657341e-04	 2.047216e-05	 0.000000e000	-6.953177e-09	 0.000000e000	2097152	16212709222298000	{}
52378	276	1	272	8.36399936676025e-01	8.36399936676025e-01	1	1	 9.111433e-02	-3.657341e-04	 2.047216e-05	 0.000000e000	-6.953177e-09	 0.000000e000	2097152	16212709222321000	{}
52554	277	1	273	8.38800048828125e-01	8.38800048828125e-01	1	1	 9.111457e-02	-3.671646e-04	 2.047216e-05	 0.000000e000	-6.953177e-09	 0.000000e000	2097152	16212709222345000	{}
52730	278	1	274	8.42499923706054e-01	8.42499923706054e-01	1	1	 9.111457e-02	-3.671646e-04	 2.047216e-05	 0.000000e000	-6.953177e-09	 0.000000e000	2097152	16212709222382000	{}
52906	279	1	275	8.45000076293945e-01	8.45000076293945e-01	1	1	 9.111475e-02	-3.671646e-04	 2.047216e-05	 0.000000e000	-6.953177e-09	 0.000000e000	2097152	16212709222407000	{}
53082	280	1	276	8.48600006103515e-01	8.48600006103515e-01	1	1	 9.111475e-02	-3.671646e-04	 2.117577e-05	 0.000000e000	-7.211515e-09	 0.000000e000	2097152	16212709222443000	{}
53258	281	1	277	8.51599979400634e-01	8.51599979400634e-01	1	1	 9.111505e-02	-3.566741e-04	 2.117577e-05	 0.000000e000	-7.211515e-09	 0.000000e000	2097152	16212709222473000	{}
53434	282	1	278	8.54800033569335e-01	8.54800033569335e-01	1	1	 9.111505e-02	-3.566741e-04	 2.117577e-05	 0.000000e000	-7.211515e-09	 0.000000e000	2097152	16212709222505000	{}
53610	283	1	279	8.57400035858154e-01	8.57400035858154e-01	1	1	 9.111558e-02	-3.499984e-04	 2.117577e-05	 0.000000e000	-7.211515e-09	 0.000000e000	2097152	16212709222531000	{}
53786	284	1	280	8.61100006103515e-01	8.61100006103515e-01	1	1	 9.111558e-02	-3.499984e-04	 2.117577e-05	 0.000000e000	-7.211515e-09	 0.000000e000	2097152	16212709222568000	{}
53962	285	1	281	8.62699985504150e-01	8.62699985504150e-01	1	1	 9.111589e-02	-3.480911e-04	 2.117577e-05	 0.000000e000	-7.211515e-09	 0.000000e000	2097152	16212709222584000	{}
54138	286	1	282	8.67600059509277e-01	8.67600059509277e-01	1	1	 9.111606e-02	-3.423690e-04	 2.117577e-05	 0.000000e000	-7.211515e-09	 0.000000e000	2097152	16212709222633000	{}
54314	287	1	283	8.69000053405761e-01	8.69000053405761e-01	1	1	 9.111606e-02	-3.423690e-04	 2.117577e-05	 0.000000e000	-7.211515e-09	 0.000000e000	2097152	16212709222647000	{}
54490	288	1	284	8.73399925231933e-01	8.73399925231933e-01	1	1	 9.111637e-02	-3.595352e-04	 2.117577e-05	 0.000000e000	-7.211515e-09	 0.000000e000	2097152	16212709222691000	{}
54666	289	1	285	8.75500011444091e-01	8.75500011444091e-01	1	1	 9.111637e-02	-3.595352e-04	 2.117577e-05	 0.000000e000	-7.211515e-09	 0.000000e000	2097152	16212709222712000	{}
54842	290	1	286	8.79500007629394e-01	8.79500007629394e-01	1	1	 9.111666e-02	-3.685951e-04	 2.117577e-05	 0.000000e000	-7.211515e-09	 0.000000e000	2097152	16212709222752000	{}
55018	291	1	287	8.82200050354003e-01	8.82200050354003e-01	1	1	 9.111666e-02	-3.685951e-04	 2.205656e-05	 0.000000e000	-7.536172e-09	 0.000000e000	2097152	16212709222779000	{}
55194	292	1	288	8.85900020599365e-01	8.85900020599365e-01	1	1	 9.111690e-02	-3.762245e-04	 2.205656e-05	 0.000000e000	-7.536172e-09	 0.000000e000	2097152	16212709222816000	{}
55370	293	1	289	8.87500000000000e-01	8.87500000000000e-01	1	1	 9.111690e-02	-3.762245e-04	 2.205656e-05	 0.000000e000	-7.536172e-09	 0.000000e000	2097152	16212709222832000	{}
55546	294	1	290	8.91699981689453e-01	8.91699981689453e-01	1	1	 9.111714e-02	-3.833770e-04	 2.205656e-05	 0.000000e000	-7.536172e-09	 0.000000e000	2097152	16212709222874000	{}
55722	295	1	291	8.93799972534179e-01	8.93799972534179e-01	1	1	 9.111714e-02	-3.833770e-04	 2.205656e-05	 0.000000e000	-7.536172e-09	 0.000000e000	2097152	16212709222895000	{}
55898	296	1	292	8.98299980163574e-01	8.98299980163574e-01	1	1	 9.111690e-02	-3.848075e-04	 2.205656e-05	 0.000000e000	-7.536172e-09	 0.000000e000	2097152	16212709222940000	{}
56074	297	1	293	9.00500011444091e-01	9.00500011444091e-01	1	1	 9.111720e-02	-3.871917e-04	 2.205656e-05	 0.000000e000	-7.536172e-09	 0.000000e000	2097152	16212709222962000	{}
56250	298	1	294	9.03499984741210e-01	9.03499984741210e-01	1	1	 9.111720e-02	-3.871917e-04	 2.205656e-05	 0.000000e000	-7.536172e-09	 0.000000e000	2097152	16212709222992000	{}
56426	299	1	295	9.07100009918212e-01	9.07100009918212e-01	1	1	 9.111732e-02	-3.809928e-04	 2.205656e-05	 0.000000e000	-7.536172e-09	 0.000000e000	2097152	16212709223028000	{}
56602	300	1	296	9.09099960327148e-01	9.09099960327148e-01	1	1	 9.111732e-02	-3.809928e-04	 2.205656e-05	 0.000000e000	-7.536172e-09	 0.000000e000	2097152	16212709223048000	{}
56778	301	1	297	9.12199974060058e-01	9.12199974060058e-01	1	1	 9.111684e-02	-3.690719e-04	 2.205656e-05	 0.000000e000	-7.536172e-09	 0.000000e000	2097152	16212709223079000	{}
56954	302	1	298	9.16199970245361e-01	9.16199970245361e-01	1	1	 9.111684e-02	-3.690719e-04	 2.205656e-05	 0.000000e000	-7.536172e-09	 0.000000e000	2097152	16212709223119000	{}
57130	303	1	299	9.17899990081787e-01	9.17899990081787e-01	1	1	 9.111696e-02	-3.705024e-04	 2.205656e-05	 0.000000e000	-7.536172e-09	 0.000000e000	2097152	16212709223136000	{}
57306	304	2	1	2.00000023841857e-03	2.00000023841857e-03	1	1							3670017	16212709213977000	{"MV_UD1":0.0}
57414	305	2	1	2.00000023841857e-03	2.00000023841857e-03	1	1							3670017	16212709213977000	{"MV_UD2":0.0}
57522	306	2	1	2.00000023841857e-03	2.00000023841857e-03	1	1							3670017	16212709213977000	{"MV_UD3":0.0}
57630	307	2	1	2.00000023841857e-03	2.00000023841857e-03	1	1							3670017	16212709213977000	{"MV_UD4":0.0}
57738	308	2	1	2.00000023841857e-03	2.00000023841857e-03	1	1							3670017	16212709213977000	{"MV_UD5":0.0}
57846	309	2	1	2.00000023841857e-03	2.00000023841857e-03	1	1							3670017	16212709213977000	{"MV_UD6":0.0}
57954	310	2	1	2.00000023841857e-03	2.00000023841857e-03	1	1							3670017	16212709213977000	{"MV_UD7":0.0}
58062	311	2	1	2.00000023841857e-03	2.00000023841857e-03	1	1							3670017	16212709213977000	{"MV_UD8":0.0}
58170	312	2	1	2.00000023841857e-03	2.00000023841857e-03	1	1							3670017	16212709213977000	{"MV_UD9":0.0}
58278	313	2	1	2.00000023841857e-03	2.00000023841857e-03	1	1							3670017	16212709213977000	{"MV_UD10":0.0}
58387	314	2	1	2.00000023841857e-03	2.00000023841857e-03	1	1							3670017	16212709213977000	{"MV_UD11":0.0}
58496	315	2	1	2.00000023841857e-03	2.00000023841857e-03	1	1							3670017	16212709213977000	{"MV_UD12":0.0}
58605	316	2	1	2.00000023841857e-03	2.00000023841857e-03	1	1							3670017	16212709213977000	{"MV_UD13":0.0}
58714	317	2	1	2.00000023841857e-03	2.00000023841857e-03	1	1							3670017	16212709213977000	{"MV_UD14":0.0}
58823	318	2	1	2.00000023841857e-03	2.00000023841857e-03	1	1							3670017	16212709213977000	{"MV_UD15":0.0}
58932	319	2	1	2.00000023841857e-03	2.00000023841857e-03	1	1							3670017	16212709213977000	{"MV_UD16":0.0}
59041	320	3												0	16212709216137000	{"V_001": 1.304821e001,"dVdt_001":-5.619815e-04,"V_002": 1.307741e001,"dVdt_002": 6.781014e-04,"V_003": 1.297401e001,"dVdt_003": 2.969332e-04,"V_004": 1.305483e001,"dVdt_004": 4.221212e-04,"V_005": 1.302648e001,"dVdt_005":-1.830378e-04,"V_006": 1.309403e001,"dVdt_006":-3.613824e-04,"V_007": 1.304747e001,"dVdt_007":-2.196454e-04,"V_008": 1.310387e001,"dVdt_008":-6.559913e-04,"V_009": 1.315612e001,"dVdt_009": 6.621952e-04,"V_010": 1.300656e001,"dVdt_010":-1.463150e-04,"V_011": 1.306011e001,"dVdt_011": 5.408591e-04,"V_012": 1.314607e001,"dVdt_012": 8.396245e-04,"V_013": 1.318075e001,"dVdt_013": 1.244210e-03,"V_014": 1.302041e001,"dVdt_014": 1.140722e-03,"V_015": 1.309714e001,"dVdt_015": 7.423418e-04,"V_016": 1.316729e001,"dVdt_016": 4.527886e-04}
59839	321	3												0	16212709216656000	{"V_001": 1.304942e001,"dVdt_001":-5.619815e-04,"V_002": 1.307878e001,"dVdt_002": 6.781014e-04,"V_003": 1.297531e001,"dVdt_003": 2.969332e-04,"V_004": 1.305596e001,"dVdt_004": 4.221212e-04,"V_005": 1.302748e001,"dVdt_005":-1.830378e-04,"V_006": 1.309513e001,"dVdt_006":-3.613824e-04,"V_007": 1.304885e001,"dVdt_007":-2.196454e-04,"V_008": 1.310513e001,"dVdt_008":-6.559913e-04,"V_009": 1.315735e001,"dVdt_009": 6.621952e-04,"V_010": 1.300790e001,"dVdt_010":-1.463150e-04,"V_011": 1.306136e001,"dVdt_011": 5.408591e-04,"V_012": 1.314736e001,"dVdt_012": 8.396245e-04,"V_013": 1.318180e001,"dVdt_013": 1.244210e-03,"V_014": 1.302146e001,"dVdt_014": 1.140722e-03,"V_015": 1.309852e001,"dVdt_015": 7.423418e-04,"V_016": 1.316841e001,"dVdt_016": 4.527886e-04}
60637	322	3												0	16212709217182000	{"V_001": 1.304857e001,"dVdt_001": 1.966240e-04,"V_002": 1.307788e001,"dVdt_002": 6.781014e-04,"V_003": 1.297450e001,"dVdt_003": 2.969332e-04,"V_004": 1.305512e001,"dVdt_004": 4.221212e-04,"V_005": 1.302662e001,"dVdt_005":-1.830378e-04,"V_006": 1.309430e001,"dVdt_006":-3.613824e-04,"V_007": 1.304789e001,"dVdt_007":-2.196454e-04,"V_008": 1.310406e001,"dVdt_008":-6.559913e-04,"V_009": 1.315653e001,"dVdt_009": 6.621952e-04,"V_010": 1.300694e001,"dVdt_010":-1.463150e-04,"V_011": 1.306045e001,"dVdt_011": 5.408591e-04,"V_012": 1.314635e001,"dVdt_012": 8.396245e-04,"V_013": 1.318088e001,"dVdt_013": 1.244210e-03,"V_014": 1.302071e001,"dVdt_014": 1.140722e-03,"V_015": 1.309751e001,"dVdt_015": 7.423418e-04,"V_016": 1.316740e001,"dVdt_016": 4.527886e-04}
61435	323	3												0	16212709217689000	{"V_001": 1.304842e001,"dVdt_001": 1.966240e-04,"V_002": 1.307771e001,"dVdt_002": 6.781014e-04,"V_003": 1.297419e001,"dVdt_003": 2.969332e-04,"V_004": 1.305502e001,"dVdt_004": 4.221212e-04,"V_005": 1.302644e001,"dVdt_005":-1.830378e-04,"V_006": 1.309401e001,"dVdt_006":-3.613824e-04,"V_007": 1.304784e001,"dVdt_007":-2.196454e-04,"V_008": 1.310395e001,"dVdt_008":-6.559913e-04,"V_009": 1.315715e001,"dVdt_009": 6.621952e-04,"V_010": 1.300772e001,"dVdt_010":-1.463150e-04,"V_011": 1.306102e001,"dVdt_011": 5.408591e-04,"V_012": 1.314708e001,"dVdt_012": 8.396245e-04,"V_013": 1.318161e001,"dVdt_013": 1.244210e-03,"V_014": 1.302121e001,"dVdt_014":-1.563820e-03,"V_015": 1.309837e001,"dVdt_015":-9.800493e-04,"V_016": 1.316739e001,"dVdt_016":-4.335313e-04}
62233	324	3												0	16212709218204000	{"V_001": 1.304831e001,"dVdt_001": 1.966240e-04,"V_002": 1.307762e001,"dVdt_002": 6.781014e-04,"V_003": 1.297415e001,"dVdt_003": 2.969332e-04,"V_004": 1.305479e001,"dVdt_004": 4.221212e-04,"V_005": 1.302648e001,"dVdt_005": 8.547438e-04,"V_006": 1.309406e001,"dVdt_006": 1.148651e-03,"V_007": 1.304755e001,"dVdt_007": 6.530719e-04,"V_008": 1.310401e001,"dVdt_008": 1.338589e-03,"V_009": 1.315744e001,"dVdt_009": 6.621952e-04,"V_010": 1.300770e001,"dVdt_010":-9.190674e-04,"V_011": 1.306023e001,"dVdt_011":-1.415337e-03,"V_012": 1.314613e001,"dVdt_012": 8.396245e-04,"V_013": 1.318057e001,"dVdt_013": 1.244210e-03,"V_014": 1.302034e001,"dVdt_014":-1.563820e-03,"V_015": 1.309736e001,"dVdt_015":-9.800493e-04,"V_016": 1.316724e001,"dVdt_016":-4.335313e-04}
63031	325	3												0	16212709218723000	{"V_001": 1.304833e001,"dVdt_001": 1.966240e-04,"V_002": 1.307750e001,"dVdt_002":-2.021622e-04,"V_003": 1.297437e001,"dVdt_003": 2.969332e-04,"V_004": 1.305479e001,"dVdt_004": 4.221212e-04,"V_005": 1.302643e001,"dVdt_005": 8.547438e-04,"V_006": 1.309423e001,"dVdt_006": 1.148651e-03,"V_007": 1.304781e001,"dVdt_007": 6.530719e-04,"V_008": 1.310389e001,"dVdt_008": 1.338589e-03,"V_009": 1.315636e001,"dVdt_009": 6.621952e-04,"V_010": 1.300681e001,"dVdt_010":-9.190674e-04,"V_011": 1.306015e001,"dVdt_011":-1.415337e-03,"V_012": 1.314631e001,"dVdt_012":-1.573685e-03,"V_013": 1.318053e001,"dVdt_013": 1.244210e-03,"V_014": 1.302037e001,"dVdt_014":-1.563820e-03,"V_015": 1.309724e001,"dVdt_015":-9.800493e-04,"V_016": 1.316726e001,"dVdt_016":-4.335313e-04}
63829	326	3												0	16212709219236000	{"V_001": 1.304825e001,"dVdt_001": 1.966240e-04,"V_002": 1.307760e001,"dVdt_002":-2.021622e-04,"V_003": 1.297424e001,"dVdt_003":-1.690490e-03,"V_004": 1.305491e001,"dVdt_004": 2.282731e-04,"V_005": 1.302634e001,"dVdt_005": 8.547438e-04,"V_006": 1.309400e001,"dVdt_006": 1.148651e-03,"V_007": 1.304765e001,"dVdt_007": 6.530719e-04,"V_008": 1.310383e001,"dVdt_008": 1.338589e-03,"V_009": 1.315631e001,"dVdt_009": 6.621952e-04,"V_010": 1.300685e001,"dVdt_010":-9.190674e-04,"V_011": 1.306022e001,"dVdt_011":-1.415337e-03,"V_012": 1.314620e001,"dVdt_012":-1.573685e-03,"V_013": 1.318075e001,"dVdt_013": 1.244210e-03,"V_014": 1.302044e001,"dVdt_014":-1.563820e-03,"V_015": 1.309747e001,"dVdt_015":-9.800493e-04,"V_016": 1.316725e001,"dVdt_016":-4.335313e-04}
64627	327	3												0	16212709219737000	{"V_001": 1.304826e001,"dVdt_001": 1.966240e-04,"V_002": 1.307752e001,"dVdt_002":-2.021622e-04,"V_003": 1.297432e001,"dVdt_003":-1.690490e-03,"V_004": 1.305488e001,"dVdt_004": 2.282731e-04,"V_005": 1.302638e001,"dVdt_005": 8.547438e-04,"V_006": 1.309412e001,"dVdt_006": 1.148651e-03,"V_007": 1.304776e001,"dVdt_007": 6.530719e-04,"V_008": 1.310421e001,"dVdt_008": 1.338589e-03,"V_009": 1.315629e001,"dVdt_009": 6.621952e-04,"V_010": 1.300675e001,"dVdt_010":-9.190674e-04,"V_011": 1.306023e001,"dVdt_011":-1.415337e-03,"V_012": 1.314628e001,"dVdt_012":-1.573685e-03,"V_013": 1.318071e001,"dVdt_013":-1.441103e-03,"V_014": 1.302049e001,"dVdt_014":-1.563820e-03,"V_015": 1.309743e001,"dVdt_015":-9.800493e-04,"V_016": 1.316741e001,"dVdt_016":-4.335313e-04}
65425	328	3												0	16212709220265000	{"V_001": 1.304784e001,"dVdt_001": 1.966240e-04,"V_002": 1.307703e001,"dVdt_002":-2.021622e-04,"V_003": 1.297372e001,"dVdt_003":-1.690490e-03,"V_004": 1.305444e001,"dVdt_004": 2.282731e-04,"V_005": 1.302594e001,"dVdt_005": 8.547438e-04,"V_006": 1.309365e001,"dVdt_006": 1.148651e-03,"V_007": 1.304718e001,"dVdt_007": 6.530719e-04,"V_008": 1.310327e001,"dVdt_008": 1.338589e-03,"V_009": 1.315576e001,"dVdt_009": 6.621952e-04,"V_010": 1.300636e001,"dVdt_010":-9.190674e-04,"V_011": 1.305959e001,"dVdt_011":-1.415337e-03,"V_012": 1.314584e001,"dVdt_012":-1.573685e-03,"V_013": 1.318033e001,"dVdt_013":-1.441103e-03,"V_014": 1.301988e001,"dVdt_014":-1.563820e-03,"V_015": 1.309692e001,"dVdt_015":-9.800493e-04,"V_016": 1.316684e001,"dVdt_016":-4.335313e-04}
66223	329	3												0	16212709220795000	{"V_001": 1.304798e001,"dVdt_001": 1.966240e-04,"V_002": 1.307723e001,"dVdt_002":-2.021622e-04,"V_003": 1.297390e001,"dVdt_003":-1.690490e-03,"V_004": 1.305450e001,"dVdt_004": 2.282731e-04,"V_005": 1.302611e001,"dVdt_005": 8.547438e-04,"V_006": 1.309379e001,"dVdt_006": 1.148651e-03,"V_007": 1.304750e001,"dVdt_007": 6.530719e-04,"V_008": 1.310353e001,"dVdt_008": 1.338589e-03,"V_009": 1.315589e001,"dVdt_009": 6.621952e-04,"V_010": 1.300639e001,"dVdt_010":-9.190674e-04,"V_011": 1.305973e001,"dVdt_011":-1.415337e-03,"V_012": 1.314577e001,"dVdt_012":-1.573685e-03,"V_013": 1.318032e001,"dVdt_013":-1.441103e-03,"V_014": 1.302023e001,"dVdt_014":-1.563820e-03,"V_015": 1.309712e001,"dVdt_015":-9.800493e-04,"V_016": 1.316694e001,"dVdt_016":-4.335313e-04}
67021	330	3												0	16212709221315000	{"V_001": 1.304883e001,"dVdt_001": 1.966240e-04,"V_002": 1.307803e001,"dVdt_002":-2.021622e-04,"V_003": 1.297470e001,"dVdt_003":-1.690490e-03,"V_004": 1.305528e001,"dVdt_004": 2.282731e-04,"V_005": 1.302687e001,"dVdt_005": 8.547438e-04,"V_006": 1.309449e001,"dVdt_006": 1.148651e-03,"V_007": 1.304829e001,"dVdt_007": 6.530719e-04,"V_008": 1.310443e001,"dVdt_008": 1.338589e-03,"V_009": 1.315682e001,"dVdt_009":-1.556827e-03,"V_010": 1.300719e001,"dVdt_010":-9.190674e-04,"V_011": 1.306066e001,"dVdt_011":-1.415337e-03,"V_012": 1.314677e001,"dVdt_012":-1.573685e-03,"V_013": 1.318130e001,"dVdt_013":-1.441103e-03,"V_014": 1.302089e001,"dVdt_014":-1.563820e-03,"V_015": 1.309795e001,"dVdt_015":-9.800493e-04,"V_016": 1.316769e001,"dVdt_016":-4.335313e-04}
67819	331	3												0	16212709221832000	{"V_001": 1.304821e001,"dVdt_001": 1.966240e-04,"V_002": 1.307763e001,"dVdt_002":-2.021622e-04,"V_003": 1.297410e001,"dVdt_003":-1.690490e-03,"V_004": 1.305488e001,"dVdt_004": 2.282731e-04,"V_005": 1.302644e001,"dVdt_005": 8.547438e-04,"V_006": 1.309409e001,"dVdt_006": 1.148651e-03,"V_007": 1.304775e001,"dVdt_007": 6.530719e-04,"V_008": 1.310351e001,"dVdt_008": 1.338589e-03,"V_009": 1.315612e001,"dVdt_009":-1.556827e-03,"V_010": 1.300652e001,"dVdt_010":-9.190674e-04,"V_011": 1.306010e001,"dVdt_011":-1.415337e-03,"V_012": 1.314593e001,"dVdt_012":-1.573685e-03,"V_013": 1.318058e001,"dVdt_013":-1.441103e-03,"V_014": 1.302026e001,"dVdt_014":-1.563820e-03,"V_015": 1.309725e001,"dVdt_015":-9.800493e-04,"V_016": 1.316714e001,"dVdt_016":-4.335313e-04}
68617	332	3												0	16212709222345000	{"V_001": 1.304841e001,"dVdt_001": 1.966240e-04,"V_002": 1.307773e001,"dVdt_002":-2.021622e-04,"V_003": 1.297431e001,"dVdt_003":-1.690490e-03,"V_004": 1.305500e001,"dVdt_004": 2.282731e-04,"V_005": 1.302664e001,"dVdt_005": 8.547438e-04,"V_006": 1.309417e001,"dVdt_006": 1.148651e-03,"V_007": 1.304798e001,"dVdt_007": 6.530719e-04,"V_008": 1.310388e001,"dVdt_008": 1.338589e-03,"V_009": 1.315638e001,"dVdt_009":-1.556827e-03,"V_010": 1.300694e001,"dVdt_010":-9.190674e-04,"V_011": 1.306026e001,"dVdt_011":-1.415337e-03,"V_012": 1.314632e001,"dVdt_012":-1.573685e-03,"V_013": 1.318069e001,"dVdt_013":-1.441103e-03,"V_014": 1.302065e001,"dVdt_014":-1.563820e-03,"V_015": 1.309741e001,"dVdt_015":-9.800493e-04,"V_016": 1.316747e001,"dVdt_016":-4.335313e-04}
69415	333	3												0	16212709222874000	{"V_001": 1.304899e001,"dVdt_001": 1.966240e-04,"V_002": 1.307824e001,"dVdt_002":-2.021622e-04,"V_003": 1.297474e001,"dVdt_003":-1.690490e-03,"V_004": 1.305546e001,"dVdt_004": 2.282731e-04,"V_005": 1.302705e001,"dVdt_005": 8.547438e-04,"V_006": 1.309466e001,"dVdt_006": 1.148651e-03,"V_007": 1.304831e001,"dVdt_007": 6.530719e-04,"V_008": 1.310471e001,"dVdt_008": 1.338589e-03,"V_009": 1.315695e001,"dVdt_009":-1.556827e-03,"V_010": 1.300725e001,"dVdt_010":-9.190674e-04,"V_011": 1.306082e001,"dVdt_011":-1.415337e-03,"V_012": 1.314677e001,"dVdt_012":-1.573685e-03,"V_013": 1.318125e001,"dVdt_013":-1.441103e-03,"V_014": 1.302089e001,"dVdt_014":-1.563820e-03,"V_015": 1.309795e001,"dVdt_015":-9.800493e-04,"V_016": 1.316777e001,"dVdt_016":-4.335313e-04}
