"Byte Index"	"Line Number"	"Data Type Flag"	"Data Point"	"Test Time"	"Step Time"	"Cycle Index"	"Step Index"	"Current"	"Voltage"	"Charge Capacity"	"Discharge Capacity"	"Charge Energy"	"Discharge Energy"	"Data Flags"	"Data Time"	"Other Information"
 	 	 	 	"s"	"s"	 	 	"A"	"V"	Ah	Ah	Wh	Wh	 	"DateTime"	"JSON"
23514	112	1	108	3.28500008583068e-01	3.28500008583068e-01	1	1	 9.110611e-02	-3.404617e-04	 5.014624e-06	 0.000000e000	-1.619476e-09	 0.000000e000	3145728	16212709217242000	{}
23690	113	1	109	3.31500005722045e-01	3.31500005722045e-01	1	1	 9.110509e-02	-3.523826e-04	 5.014624e-06	 0.000000e000	-1.619476e-09	 0.000000e000	3145728	16212709217272000	{}
23866	114	1	110	3.32999992370605e-01	3.32999992370605e-01	1	1	 9.110509e-02	-3.523826e-04	 5.014624e-06	 0.000000e000	-1.619476e-09	 0.000000e000	3145728	16212709217287000	{}
24042	115	1	111	3.37300014495849e-01	3.37300014495849e-01	1	1	 9.110575e-02	-3.514289e-04	 5.014624e-06	 0.000000e000	-1.619476e-09	 0.000000e000	3145728	16212709217330000	{}
24218	116	1	112	3.39700007438659e-01	3.39700007438659e-01	1	1	 9.110575e-02	-3.514289e-04	 5.014624e-06	 0.000000e000	-1.619476e-09	 0.000000e000	3145728	16212709217354000	{}
24394	117	1	113	3.42799997329711e-01	3.42799997329711e-01	1	1	 9.110421e-02	-3.585815e-04	 5.014624e-06	 0.000000e000	-1.619476e-09	 0.000000e000	3145728	16212709217385000	{}
24570	118	1	114	3.45600008964538e-01	3.45600008964538e-01	1	1	 9.110421e-02	-3.585815e-04	 5.014624e-06	 0.000000e000	-1.619476e-09	 0.000000e000	3145728	16212709217413000	{}
24746	119	1	115	3.49000000953674e-01	3.49000000953674e-01	1	1	 9.110414e-02	-3.542900e-04	 5.014624e-06	 0.000000e000	-1.619476e-09	 0.000000e000	3145728	16212709217447000	{}
24922	120	1	116	3.52200007438659e-01	3.52200007438659e-01	1	1	 9.110414e-02	-3.542900e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217479000	{}
25098	121	1	117	3.55500006675720e-01	3.55500006675720e-01	1	1	 9.110414e-02	-3.619194e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217512000	{}
25274	122	1	118	3.58099985122680e-01	3.58099985122680e-01	1	1	 9.110414e-02	-3.619194e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217538000	{}
25450	123	1	119	3.61500000953674e-01	3.61500000953674e-01	1	1	 9.110414e-02	-3.657341e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217572000	{}
25626	124	1	120	3.64499998092651e-01	3.64499998092651e-01	1	1	 9.110421e-02	-3.719329e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217602000	{}
25802	125	1	121	3.66699981689453e-01	3.66699981689453e-01	1	1	 9.110421e-02	-3.719329e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217624000	{}
25978	126	1	122	3.70499992370605e-01	3.70499992370605e-01	1	1	 9.110325e-02	-3.724098e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217662000	{}
26154	127	1	123	3.73199987411499e-01	3.73199987411499e-01	1	1	 9.110325e-02	-3.724098e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217689000	{}
26330	128	1	124	3.77400016784667e-01	3.77400016784667e-01	1	1	 9.110230e-02	-3.685951e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217731000	{}
26506	129	1	125	3.79400014877319e-01	3.79400014877319e-01	1	1	 9.110230e-02	-3.685951e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217751000	{}
26682	130	1	126	3.81900024414062e-01	3.81900024414062e-01	1	1	 9.110182e-02	-3.776550e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217776000	{}
26858	131	1	127	3.85799999237060e-01	3.85799999237060e-01	1	1	 9.110182e-02	-3.776550e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217815000	{}
27034	132	1	128	3.88299989700317e-01	3.88299989700317e-01	1	1	 9.110146e-02	-3.728866e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217840000	{}
27210	133	1	129	3.91499996185302e-01	3.91499996185302e-01	1	1	 9.110146e-02	-3.728866e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217872000	{}
27386	134	1	130	3.94799995422363e-01	3.94799995422363e-01	1	1	 9.110223e-02	-3.652572e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217905000	{}
27562	135	1	131	3.97899990081787e-01	3.97899990081787e-01	1	1	 9.110111e-02	-3.595352e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217936000	{}
27738	136	1	132	4.00600004196166e-01	4.00600004196166e-01	1	1	 9.110111e-02	-3.595352e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709217963000	{}
27914	137	1	133	4.04300022125244e-01	4.04300022125244e-01	1	1	 9.110093e-02	-3.561973e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709218000000	{}
28090	138	1	134	4.05800008773803e-01	4.05800008773803e-01	1	1	 9.110093e-02	-3.561973e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709218015000	{}
28266	139	1	135	4.10100030899047e-01	4.10100030899047e-01	1	1	 9.110063e-02	-3.743171e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709218058000	{}
28442	140	1	136	4.12200021743774e-01	4.12200021743774e-01	1	1	 9.110063e-02	-3.743171e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709218079000	{}
28618	141	1	137	4.16599988937377e-01	4.16599988937377e-01	1	1	 9.110039e-02	-3.705024e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709218123000	{}
28794	142	1	138	4.18700027465820e-01	4.18700027465820e-01	1	1	 9.110039e-02	-3.619194e-04	 8.613237e-06	 0.000000e000	-2.894428e-09	 0.000000e000	3145728	16212709218144000	{}
28970	143	1	139	4.21799993515014e-01	4.21799993515014e-01	1	1	 9.110039e-02	-3.619194e-04	 1.037957e-05	 0.000000e000	-3.533699e-09	 0.000000e000	3145728	16212709218175000	{}
29146	144	1	140	4.24699974060058e-01	4.24699974060058e-01	1	1	 9.110039e-02	-3.795623e-04	 1.037957e-05	 0.000000e000	-3.533699e-09	 0.000000e000	3145728	16212709218204000	{}
29322	145	1	141	4.28399991989135e-01	4.28399991989135e-01	1	1	 9.110039e-02	-3.795623e-04	 1.037957e-05	 0.000000e000	-3.533699e-09	 0.000000e000	3145728	16212709218241000	{}
29498	146	1	142	4.31199979782104e-01	4.31199979782104e-01	1	1	 9.110027e-02	-3.705024e-04	 1.037957e-05	 0.000000e000	-3.533699e-09	 0.000000e000	3145728	16212709218269000	{}
29674	147	1	143	4.34899997711181e-01	4.34899997711181e-01	1	1	 9.110027e-02	-3.705024e-04	 1.037957e-05	 0.000000e000	-3.533699e-09	 0.000000e000	3145728	16212709218306000	{}
29850	148	1	144	4.37099981307983e-01	4.37099981307983e-01	1	1	 9.109997e-02	-3.671646e-04	 1.037957e-05	 0.000000e000	-3.533699e-09	 0.000000e000	3145728	16212709218328000	{}
30026	149	1	145	4.40600013732910e-01	4.40600013732910e-01	1	1	 9.109997e-02	-3.671646e-04	 1.037957e-05	 0.000000e000	-3.533699e-09	 0.000000e000	3145728	16212709218363000	{}
30202	150	1	146	4.43499994277954e-01	4.43499994277954e-01	1	1	 9.110003e-02	-3.600120e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	3145728	16212709218392000	{}
30378	151	1	147	4.46600008010864e-01	4.46600008010864e-01	1	1	 9.110003e-02	-3.600120e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	3145728	16212709218423000	{}
30554	152	1	148	4.49900007247924e-01	4.49900007247924e-01	1	1	 9.109992e-02	-3.585815e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	3145728	16212709218456000	{}
30730	153	1	149	4.51399993896484e-01	4.51399993896484e-01	1	1	 9.109992e-02	-3.585815e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	3145728	16212709218471000	{}
30906	154	1	150	4.54600000381469e-01	4.54600000381469e-01	1	1	 9.109944e-02	-3.471374e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	3145728	16212709218503000	{}
31082	155	1	151	4.58300018310546e-01	4.58300018310546e-01	1	1	 9.109944e-02	-3.471374e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	3145728	16212709218540000	{}
31258	156	1	152	4.61000013351440e-01	4.61000013351440e-01	1	1	 9.109944e-02	-3.509521e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	3145728	16212709218567000	{}
31434	157	1	153	4.64799976348876e-01	4.64799976348876e-01	1	1	 9.109955e-02	-3.514289e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	3145728	16212709218605000	{}
31610	158	1	154	4.68300008773803e-01	4.68300008773803e-01	1	1	 9.109955e-02	-3.514289e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	3145728	16212709218640000	{}
31786	159	1	155	4.69799995422363e-01	4.69799995422363e-01	1	1	 9.109920e-02	-3.461837e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	3145728	16212709218655000	{}
31962	160	1	156	4.74000024795532e-01	4.74000024795532e-01	1	1	 9.109920e-02	-3.461837e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	3145728	16212709218697000	{}
32138	161	1	157	4.76599979400634e-01	4.76599979400634e-01	1	1	 9.109908e-02	-3.423690e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	3145728	16212709218723000	{}
32314	162	1	158	4.79899978637695e-01	4.79899978637695e-01	1	1	 9.109908e-02	-3.423690e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	3145728	16212709218756000	{}
32490	163	1	159	4.83399963378906e-01	4.83399963378906e-01	1	1	 9.109902e-02	-3.437995e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	3145728	16212709218791000	{}
32666	164	1	160	4.85099983215332e-01	4.85099983215332e-01	1	1	 9.109902e-02	-3.437995e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	3145728	16212709218808000	{}
32842	165	1	161	4.89200019836425e-01	4.89200019836425e-01	1	1	 9.109794e-02	-3.499984e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709218849000	{}
33018	166	1	162	4.91400003433227e-01	4.91400003433227e-01	1	1	 9.109794e-02	-3.499984e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709218871000	{}
33194	167	1	163	4.94700002670288e-01	4.94700002670288e-01	1	1	 9.109812e-02	-3.533363e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709218904000	{}
33370	168	1	164	4.97599983215332e-01	4.97599983215332e-01	1	1	 9.109878e-02	-3.514289e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709218933000	{}
33546	169	1	165	5.01100015640258e-01	5.01100015640258e-01	1	1	 9.109878e-02	-3.514289e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709218968000	{}
33722	170	1	166	5.03900003433227e-01	5.03900003433227e-01	1	1	 9.109842e-02	-3.514289e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709218996000	{}
33898	171	1	167	5.07499980926513e-01	5.07499980926513e-01	1	1	 9.109842e-02	-3.514289e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709219032000	{}
34074	172	1	168	5.10099983215332e-01	5.10099983215332e-01	1	1	 9.109902e-02	-3.509521e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709219058000	{}
34250	173	1	169	5.12700033187866e-01	5.12700033187866e-01	1	1	 9.109902e-02	-3.509521e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709219084000	{}
34426	174	1	170	5.16200017929077e-01	5.16200017929077e-01	1	1	 9.109962e-02	-3.376007e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709219119000	{}
34602	175	1	171	5.19500017166137e-01	5.19500017166137e-01	1	1	 9.109962e-02	-3.376007e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709219152000	{}
34778	176	1	172	5.21799993515014e-01	5.21799993515014e-01	1	1	 9.109985e-02	-3.371238e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709219175000	{}
34954	177	1	173	5.25099992752075e-01	5.25099992752075e-01	1	1	 9.109992e-02	-3.471374e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709219208000	{}
35130	178	1	174	5.27800035476684e-01	5.27800035476684e-01	1	1	 9.109992e-02	-3.471374e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709219235000	{}
35306	179	1	175	5.31499958038330e-01	5.31499958038330e-01	1	1	 9.110027e-02	-3.376007e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709219272000	{}
35482	180	1	176	5.34399986267089e-01	5.34399986267089e-01	1	1	 9.110027e-02	-3.376007e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709219301000	{}
35658	181	1	177	5.37899971008300e-01	5.37899971008300e-01	1	1	 9.110051e-02	-3.285408e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709219336000	{}
35834	182	1	178	5.40400028228759e-01	5.40400028228759e-01	1	1	 9.110051e-02	-3.285408e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709219361000	{}
36010	183	1	179	5.44000053405761e-01	5.44000053405761e-01	1	1	 9.110098e-02	-3.366470e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709219397000	{}
36186	184	1	180	5.47399997711181e-01	5.47399997711181e-01	1	1	 9.110098e-02	-3.366470e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709219431000	{}
36362	185	1	181	5.49300003051757e-01	5.49300003051757e-01	1	1	 9.110135e-02	-3.314018e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709219450000	{}
36538	186	1	182	5.53299999237060e-01	5.53299999237060e-01	1	1	 9.110135e-02	-3.314018e-04	 1.095653e-05	 0.000000e000	-3.741414e-09	 0.000000e000	2097152	16212709219490000	{}
36714	187	1	183	5.55599975585937e-01	5.55599975585937e-01	1	1	 9.110158e-02	-3.356933e-04	 1.380599e-05	 0.000000e000	-4.697957e-09	 0.000000e000	2097152	16212709219513000	{}
36890	188	1	184	5.58599996566772e-01	5.58599996566772e-01	1	1	 9.110158e-02	-3.356933e-04	 1.380599e-05	 0.000000e000	-4.697957e-09	 0.000000e000	2097152	16212709219543000	{}
37066	189	1	185	5.61999988555908e-01	5.61999988555908e-01	1	1	 9.110206e-02	-3.352165e-04	 1.380599e-05	 0.000000e000	-4.697957e-09	 0.000000e000	2097152	16212709219577000	{}
37242	190	1	186	5.65199947357177e-01	5.65199947357177e-01	1	1	 9.110230e-02	-3.385543e-04	 1.380599e-05	 0.000000e000	-4.697957e-09	 0.000000e000	2097152	16212709219609000	{}
37418	191	1	187	5.68000030517578e-01	5.68000030517578e-01	1	1	 9.110230e-02	-3.385543e-04	 1.380599e-05	 0.000000e000	-4.697957e-09	 0.000000e000	2097152	16212709219637000	{}
37594	192	1	188	5.71500015258789e-01	5.71500015258789e-01	1	1	 9.110254e-02	-3.390312e-04	 1.380599e-05	 0.000000e000	-4.697957e-09	 0.000000e000	2097152	16212709219672000	{}
37770	193	1	189	5.73199987411499e-01	5.73199987411499e-01	1	1	 9.110254e-02	-3.390312e-04	 1.425138e-05	 0.000000e000	-4.848958e-09	 0.000000e000	2097152	16212709219689000	{}
37946	194	1	190	5.77899980545043e-01	5.77899980545043e-01	1	1	 9.110260e-02	-3.409385e-04	 1.425138e-05	 0.000000e000	-4.848958e-09	 0.000000e000	2097152	16212709219736000	{}
38122	195	1	191	5.79500007629394e-01	5.79500007629394e-01	1	1	 9.110260e-02	-3.409385e-04	 1.425138e-05	 0.000000e000	-4.848958e-09	 0.000000e000	2097152	16212709219752000	{}
38298	196	1	192	5.82600021362304e-01	5.82600021362304e-01	1	1	 9.110343e-02	-3.366470e-04	 1.425138e-05	 0.000000e000	-4.848958e-09	 0.000000e000	2097152	16212709219783000	{}
38474	197	1	193	5.86499977111816e-01	5.86499977111816e-01	1	1	 9.110343e-02	-3.366470e-04	 1.425138e-05	 0.000000e000	-4.848958e-09	 0.000000e000	2097152	16212709219822000	{}
38650	198	1	194	5.90100002288818e-01	5.90100002288818e-01	1	1	 9.110373e-02	-3.356933e-04	 1.425138e-05	 0.000000e000	-4.848958e-09	 0.000000e000	2097152	16212709219858000	{}
38826	199	1	195	5.92700004577636e-01	5.92700004577636e-01	1	1	 9.110325e-02	-3.328323e-04	 1.425138e-05	 0.000000e000	-4.848958e-09	 0.000000e000	2097152	16212709219884000	{}
39002	200	1	196	5.96300029754638e-01	5.96300029754638e-01	1	1	 9.110325e-02	-3.328323e-04	 1.425138e-05	 0.000000e000	-4.848958e-09	 0.000000e000	2097152	16212709219920000	{}
39178	201	1	197	5.99399995803833e-01	5.99399995803833e-01	1	1	 9.110373e-02	-3.318786e-04	 1.425138e-05	 0.000000e000	-4.848958e-09	 0.000000e000	2097152	16212709219951000	{}
39354	202	1	198	6.02500009536743e-01	6.02500009536743e-01	1	1	 9.110373e-02	-3.318786e-04	 1.425138e-05	 0.000000e000	-4.848958e-09	 0.000000e000	2097152	16212709219982000	{}
39530	203	1	199	6.05999994277954e-01	6.05999994277954e-01	1	1	 9.110391e-02	-3.285408e-04	 1.508144e-05	 0.000000e000	-5.121666e-09	 0.000000e000	2097152	16212709220017000	{}
39706	204	1	200	6.08799982070922e-01	6.08799982070922e-01	1	1	 9.110391e-02	-3.285408e-04	 1.508144e-05	 0.000000e000	-5.121666e-09	 0.000000e000	2097152	16212709220045000	{}
39882	205	1	201	6.12299966812133e-01	6.12299966812133e-01	1	1	 9.110450e-02	-3.371238e-04	 1.508144e-05	 0.000000e000	-5.121666e-09	 0.000000e000	2097152	16212709220080000	{}
40058	206	1	202	6.15100002288818e-01	6.15100002288818e-01	1	1	 9.110450e-02	-3.371238e-04	 1.508144e-05	 0.000000e000	-5.121666e-09	 0.000000e000	2097152	16212709220108000	{}
40234	207	1	203	6.19299983978271e-01	6.19299983978271e-01	1	1	 9.110403e-02	-3.266334e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220150000	{}
40410	208	1	204	6.21099996566772e-01	6.21099996566772e-01	1	1	 9.110432e-02	-3.371238e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220168000	{}
40586	209	1	205	6.24300003051757e-01	6.24300003051757e-01	1	1	 9.110432e-02	-3.371238e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220200000	{}
40762	210	1	206	6.27099990844726e-01	6.27099990844726e-01	1	1	 9.110408e-02	-3.409385e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220228000	{}
40938	211	1	207	6.30800008773803e-01	6.30800008773803e-01	1	1	 9.110408e-02	-3.409385e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220265000	{}
41114	212	1	208	6.34299993515014e-01	6.34299993515014e-01	1	1	 9.110480e-02	-3.356933e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220300000	{}
41290	213	1	209	6.37899971008300e-01	6.37899971008300e-01	1	1	 9.110527e-02	-3.490447e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220336000	{}
41466	214	1	210	6.39500045776367e-01	6.39500045776367e-01	1	1	 9.110527e-02	-3.490447e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220352000	{}
41642	215	1	211	6.43499946594238e-01	6.43499946594238e-01	1	1	 9.110527e-02	-3.490447e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220392000	{}
41818	216	1	212	6.45800018310546e-01	6.45800018310546e-01	1	1	 9.110546e-02	-3.471374e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220415000	{}
41994	217	1	213	6.50199985504150e-01	6.50199985504150e-01	1	1	 9.110593e-02	-3.452301e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220459000	{}
42170	218	1	214	6.52499961853027e-01	6.52499961853027e-01	1	1	 9.110593e-02	-3.452301e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220482000	{}
42346	219	1	215	6.55600023269653e-01	6.55600023269653e-01	1	1	 9.110630e-02	-3.461837e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220513000	{}
42522	220	1	216	6.59100008010864e-01	6.59100008010864e-01	1	1	 9.110630e-02	-3.461837e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220548000	{}
42698	221	1	217	6.61199998855590e-01	6.61199998855590e-01	1	1	 9.110641e-02	-3.490447e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220569000	{}
42874	222	1	218	6.64300012588500e-01	6.64300012588500e-01	1	1	 9.110641e-02	-3.490447e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220600000	{}
43050	223	1	219	6.75499963760375e-01	6.75499963760375e-01	1	1	 9.110665e-02	-3.480911e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220712000	{}
43226	224	1	220	6.76999998092651e-01	6.76999998092651e-01	1	1	 9.110689e-02	-3.461837e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220727000	{}
43402	225	1	221	6.80599975585937e-01	6.80599975585937e-01	1	1	 9.110689e-02	-3.461837e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220763000	{}
43578	226	1	222	6.83700037002563e-01	6.83700037002563e-01	1	1	 9.110569e-02	-3.437995e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220794000	{}
43754	227	1	223	6.85899972915649e-01	6.85899972915649e-01	1	1	 9.110569e-02	-3.437995e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220816000	{}
43930	228	1	224	6.90299987792968e-01	6.90299987792968e-01	1	1	 9.110582e-02	-3.399848e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220860000	{}
44106	229	1	225	6.92399978637695e-01	6.92399978637695e-01	1	1	 9.110582e-02	-3.399848e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220881000	{}
44282	230	1	226	6.96099996566772e-01	6.96099996566772e-01	1	1	 9.110611e-02	-3.423690e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220918000	{}
44458	231	1	227	6.99500036239624e-01	6.99500036239624e-01	1	1	 9.110707e-02	-3.457069e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220952000	{}
44634	232	1	228	7.02600002288818e-01	7.02600002288818e-01	1	1	 9.110707e-02	-3.457069e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709220983000	{}
44810	233	1	229	7.05399990081787e-01	7.05399990081787e-01	1	1	 9.110718e-02	-3.418922e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709221011000	{}
44986	234	1	230	7.08400011062622e-01	7.08400011062622e-01	1	1	 9.110718e-02	-3.418922e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709221041000	{}
45162	235	1	231	7.10699987411499e-01	7.10699987411499e-01	1	1	 9.110754e-02	-3.409385e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709221064000	{}
45338	236	1	232	7.14699983596801e-01	7.14699983596801e-01	1	1	 9.110754e-02	-3.409385e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709221104000	{}
45514	237	1	233	7.17100048065185e-01	7.17100048065185e-01	1	1	 9.110784e-02	-3.409385e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709221128000	{}
45690	238	1	234	7.21499967575073e-01	7.21499967575073e-01	1	1	 9.110814e-02	-3.423690e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709221172000	{}
45866	239	1	235	7.23500013351440e-01	7.23500013351440e-01	1	1	 9.110814e-02	-3.423690e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709221192000	{}
46042	240	1	236	7.26800012588500e-01	7.26800012588500e-01	1	1	 9.110837e-02	-3.528594e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709221225000	{}
46218	241	1	237	7.29399967193603e-01	7.29399967193603e-01	1	1	 9.110837e-02	-3.528594e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709221251000	{}
46394	242	1	238	7.32999992370605e-01	7.32999992370605e-01	1	1	 9.110826e-02	-3.371238e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709221287000	{}
46570	243	1	239	7.35800027847290e-01	7.35800027847290e-01	1	1	 9.110826e-02	-3.371238e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709221315000	{}
46746	244	1	240	7.38600015640258e-01	7.38600015640258e-01	1	1	 9.110826e-02	-3.371238e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709221343000	{}
46922	245	1	241	7.42000007629394e-01	7.42000007629394e-01	1	1	 9.110826e-02	-3.371238e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709221377000	{}
47098	246	1	242	7.43499994277954e-01	7.43499994277954e-01	1	1	 9.110933e-02	-3.376007e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709221392000	{}
47274	247	1	243	7.47399997711181e-01	7.47399997711181e-01	1	1	 9.110933e-02	-3.376007e-04	 1.539271e-05	 0.000000e000	-5.223337e-09	 0.000000e000	2097152	16212709221431000	{}
