sequence_number,total_time_millis,step_time_millis,voltage,current,power,step_amp_hours,step_charged_amp_hours,step_discharged_amp_hours,step_watt_hours,step_charged_watt_hours,step_discharged_watt_hours,total_cycle,step_number,step_type,step_id,cycler_type,observed_at
343,1683710,65054,0.8135571,-0.2000009,-0.16271215220139001,0.0036146000000000025,9.099999999997999e-7,0.0036136900000000027,0.003576199999999998,1.0699999999988496e-6,0.0035751299999999993,5,20,CC_DChg,8,arbin,2021-04-21T17:42:25.501100000
344,1688713,70057,0.7871689,-0.2000013,-0.15743480331957,0.003884699999999998,9.099999999997999e-7,0.003883789999999998,0.003792389999999996,1.0699999999988496e-6,0.0037913199999999973,5,20,CC_DChg,8,arbin,2021-04-21T17:42:30.504200000
345,1693723,75066,0.7607398,-0.2000007,-0.15214849251786,0.004170590000000002,9.099999999997999e-7,0.004169680000000002,0.004013680000000002,1.0699999999988496e-6,0.004012610000000003,5,20,CC_DChg,8,arbin,2021-04-21T17:42:35.513800000
346,1698724,80067,0.7344698,-0.1999999,-0.14689388655302,0.004446200000000004,9.099999999997999e-7,0.0044452900000000045,0.004219690000000002,1.0699999999988496e-6,0.004218620000000003,5,20,CC_DChg,8,arbin,2021-04-21T17:42:40.514900000
347,1703733,85076,0.7082905,-0.2000006,-0.1416585249743,0.004726849999999998,9.099999999997999e-7,0.004725939999999998,0.0044221099999999965,1.0699999999988496e-6,0.004421039999999998,5,20,CC_DChg,8,arbin,2021-04-21T17:42:45.524100000
348,1708736,90079,0.682199,-0.1999999,-0.1364397317801,0.0050034499999999996,9.099999999997999e-7,0.00500254,0.00461435,1.0699999999988496e-6,0.004613280000000001,5,20,CC_DChg,8,arbin,2021-04-21T17:42:50.526600000
349,1713742,95085,0.6562199,-0.2000005,-0.13124430810995,0.005276599999999999,9.099999999997999e-7,0.0052756899999999995,0.004797189999999996,1.0699999999988496e-6,0.0047961199999999975,5,20,CC_DChg,8,arbin,2021-04-21T17:42:55.532400000
350,1718748,100091,0.6302866,-0.2000007,-0.12605776120062,0.005561190000000001,9.099999999997999e-7,0.005560280000000001,0.004980259999999997,1.0699999999988496e-6,0.004979189999999998,5,20,CC_DChg,8,arbin,2021-04-21T17:43:00.538500000
351,1723750,105093,0.6045031,-0.2000004,-0.12090086180123999,0.005827240000000004,9.099999999997999e-7,0.0058263300000000046,0.005144579999999999,1.0699999999988496e-6,0.0051435100000000004,5,20,CC_DChg,8,arbin,2021-04-21T17:43:05.541000000
352,1728754,110097,0.5788664,-0.1999995,-0.1157729905668,0.006114660000000001,9.099999999997999e-7,0.006113750000000001,0.0053147199999999985,1.0699999999988496e-6,0.00531365,5,20,CC_DChg,8,arbin,2021-04-21T17:43:10.544400000
353,1733760,115103,0.553183,-0.2000013,-0.1106373191379,0.0063741699999999984,9.099999999997999e-7,0.006373259999999999,0.005461829999999997,1.0699999999988496e-6,0.0054607599999999985,5,20,CC_DChg,8,arbin,2021-04-21T17:43:15.550600000
354,1738662,120005,0.5282101,-0.2000015,-0.10564281231515,0.006665320000000002,9.099999999997999e-7,0.0066644100000000026,0.005619469999999998,1.0699999999988496e-6,0.005618399999999999,5,20,CC_DChg,8,arbin,2021-04-21T17:43:20.452800000
355,1738671,3,0.5281748,-0.2000015,-0.10563575226220001,2.5099999999972367e-6,0.0,2.5099999999972367e-6,1.330000000000775e-6,0.0,1.330000000000775e-6,6,21,CC_DChg,9,arbin,2021-04-21T17:43:20.461800000
356,1743708,5011,0.5639433,0.1999974,0.11278719374742001,0.00027100999999999514,0.0002706399999999956,3.6999999999953737e-7,0.00014886999999999886,0.00014868000000000173,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:43:25.498500000
357,1748711,10013,0.5922732,0.1999965,0.11845256704380001,0.0005450799999999964,0.0005447099999999969,3.6999999999953737e-7,0.0003071299999999992,0.00030694000000000207,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:43:30.501200000
358,1753713,15016,0.6201939,0.1999963,0.12403648528256998,0.0008344399999999988,0.0008340699999999993,3.6999999999953737e-7,0.00048246999999999873,0.0004822800000000016,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:43:35.504300000
359,1758722,20024,0.6478962,0.2000026,0.12958092453012002,0.0011094199999999999,0.0011090500000000003,3.6999999999953737e-7,0.0006568700000000004,0.0006566800000000032,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:43:40.512300000
360,1763726,25029,0.6753954,0.2000034,0.13508137634436,0.0013906799999999983,0.0013903099999999988,3.6999999999953737e-7,0.0008430199999999999,0.0008428300000000027,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:43:45.516600000
361,1768730,30033,0.7028088,0.2000028,0.14056372786464,0.0016659899999999991,0.0016656199999999996,3.6999999999953737e-7,0.0010328099999999986,0.0010326200000000015,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:43:50.520500000
362,1773734,35037,0.7300295,0.200003,0.1460080900885,0.0019447599999999968,0.0019443899999999972,3.6999999999953737e-7,0.0012325699999999988,0.0012323800000000017,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:43:55.525000000
363,1778737,40040,0.7572178,0.2000028,0.15144568020984,0.002214189999999998,0.0022138199999999983,3.6999999999953737e-7,0.0014328399999999977,0.0014326500000000006,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:44:00.527600000
364,1783741,45044,0.7842831,0.200002,0.1568581885662,0.0024947699999999934,0.002494399999999994,3.6999999999953737e-7,0.001648939999999998,0.001648750000000001,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:44:05.532200000
365,1788748,50050,0.8113083,0.2000024,0.16226360713992,0.002776669999999995,0.0027762999999999954,3.6999999999953737e-7,0.0018737599999999986,0.0018735700000000015,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:44:10.538500000
366,1793754,55056,0.8382678,0.2000032,0.16765624245696,0.0030542199999999964,0.003053849999999997,3.6999999999953737e-7,0.002102650000000001,0.002102460000000004,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:44:15.544300000
367,1798756,60059,0.8651347,0.2000024,0.17302901632328,0.003331089999999995,0.0033307199999999954,3.6999999999953737e-7,0.0023384400000000007,0.0023382500000000035,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:44:20.546600000
368,1803761,65063,0.8919959,0.200003,0.17840185598769998,0.003612879999999999,0.0036125099999999993,3.6999999999953737e-7,0.00258599,0.0025858000000000027,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:44:25.551400000
369,1808767,70070,0.9187426,0.2000032,0.18375145997631998,0.0038898399999999986,0.003889469999999999,3.6999999999953737e-7,0.002836769999999999,0.0028365800000000017,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:44:30.557700000
370,1813777,75079,0.9455437,0.2000032,0.18911176573983998,0.004170419999999994,0.004170049999999995,3.6999999999953737e-7,0.0030983699999999996,0.0030981800000000025,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:44:35.567400000
371,1818778,80080,0.9722104,0.1999963,0.19443848282152,0.004448909999999993,0.004448539999999994,3.6999999999953737e-7,0.0033654800000000006,0.0033652900000000034,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:44:40.568400000
372,1823788,85091,0.9989056,0.1999969,0.19977802339264,0.004725089999999994,0.004724719999999995,3.6999999999953737e-7,0.003637730000000002,0.003637540000000005,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:44:45.578700000
373,1828792,90095,1.02542,0.200003,0.20508707625999997,0.0050010999999999944,0.005000729999999995,3.6999999999953737e-7,0.00391708,0.003916890000000003,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:44:50.582800000
374,1833795,95098,1.051969,0.2000037,0.2103976922853,0.005280119999999999,0.00527975,3.6999999999953737e-7,0.004206899999999996,0.004206709999999999,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:44:55.585700000
375,1838801,100104,1.078471,0.1999975,0.2156915038225,0.005557049999999994,0.005556679999999994,3.6999999999953737e-7,0.0045018700000000016,0.004501680000000004,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:45:00.592300000
376,1843809,105112,1.10487,0.1999962,0.22096980149400003,0.0058397899999999975,0.005839419999999998,3.6999999999953737e-7,0.004810560000000002,0.004810370000000005,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:45:05.599700000
377,1848816,110119,1.131244,0.1999971,0.2262455193924,0.006117649999999995,0.006117279999999996,3.6999999999953737e-7,0.0051213100000000004,0.005121120000000003,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:45:10.606800000
378,1853825,115128,1.157543,0.1999968,0.2315048958624,0.006395459999999999,0.006395089999999999,3.6999999999953737e-7,0.005439320000000001,0.005439130000000004,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:45:15.616300000
379,1858703,120006,1.183118,0.1999978,0.23662099714039997,0.006666449999999997,0.006666079999999998,3.6999999999953737e-7,0.005756519999999998,0.0057563300000000005,1.899999999971369e-7,6,22,CC_Chg,7,arbin,2021-04-21T17:45:20.493600000
380,1863732,5004,1.147092,-0.200001,-0.22941954709200002,0.00027735999999999733,8.499999999966867e-7,0.00027651000000000064,0.00032216000000000883,1.0100000000026754e-6,0.00032115000000000615,6,23,CC_DChg,8,arbin,2021-04-21T17:45:25.522700000
381,1868737,10008,1.118608,-0.2000022,-0.2237240609376,0.0005541999999999977,8.499999999966867e-7,0.0005533500000000011,0.0006357100000000046,1.0100000000026754e-6,0.0006347000000000019,6,23,CC_DChg,8,arbin,2021-04-21T17:45:30.527400000
382,1873744,15016,1.09045,-0.2000011,-0.21809119949499997,0.0008239999999999983,8.499999999966867e-7,0.0008231500000000017,0.0009338100000000071,1.0100000000026754e-6,0.0009328000000000045,6,23,CC_DChg,8,arbin,2021-04-21T17:45:35.535300000
383,1878756,20028,1.062584,-0.2000022,-0.2125191376848,0.0011120199999999983,8.499999999966867e-7,0.0011111700000000016,0.0012439400000000059,1.0100000000026754e-6,0.0012429300000000032,6,23,CC_DChg,8,arbin,2021-04-21T17:45:40.546900000
384,1883757,25028,1.034918,-0.2000009,-0.20698453142620002,0.0013902000000000012,8.499999999966867e-7,0.0013893500000000045,0.0015355900000000033,1.0100000000026754e-6,0.0015345800000000007,6,23,CC_DChg,8,arbin,2021-04-21T17:45:45.547600000
385,1888767,30038,1.007459,-0.2000008,-0.20149260596720003,0.0016695499999999988,8.499999999966867e-7,0.0016687000000000021,0.0018207900000000027,1.0100000000026754e-6,0.00181978,6,23,CC_DChg,8,arbin,2021-04-21T17:45:50.557400000
386,1893769,35040,0.980103,-0.2000001,-0.19602069801029998,0.0019452400000000009,8.499999999966867e-7,0.0019443900000000042,0.002094690000000003,1.0100000000026754e-6,0.0020936800000000005,6,23,CC_DChg,8,arbin,2021-04-21T17:45:55.559400000
387,1898774,40046,0.9529519,-0.2000011,-0.19059142824708997,0.002218629999999999,8.499999999966867e-7,0.0022177800000000025,0.0023589800000000036,1.0100000000026754e-6,0.002357970000000001,6,23,CC_DChg,8,arbin,2021-04-21T17:46:00.565200000
388,1903786,45058,0.9258179,-0.2000015,-0.18516496872684998,0.0025008600000000006,8.499999999966867e-7,0.002500010000000004,0.002624140000000004,1.0100000000026754e-6,0.0026231300000000013,6,23,CC_DChg,8,arbin,2021-04-21T17:46:05.577200000
389,1908787,50059,0.8989033,-0.2000015,-0.17978200835494998,0.00277989,8.499999999966867e-7,0.0027790400000000035,0.002878700000000005,1.0100000000026754e-6,0.002877690000000002,6,23,CC_DChg,8,arbin,2021-04-21T17:46:10.577800000
390,1913794,55066,0.8720927,-0.2000009,-0.17441932488343,0.0030599299999999954,8.499999999966867e-7,0.0030590799999999987,0.003126600000000007,1.0100000000026754e-6,0.0031255900000000045,6,23,CC_DChg,8,arbin,2021-04-21T17:46:15.585000000
391,1918797,60068,0.8454012,-0.2000003,-0.16908049362035998,0.003336539999999999,8.499999999966867e-7,0.0033356900000000023,0.0033640800000000054,1.0100000000026754e-6,0.0033630700000000027,6,23,CC_DChg,8,arbin,2021-04-21T17:46:20.587400000
392,1923797,65068,0.8188471,-0.2000001,-0.16376950188471,0.0036156099999999983,8.499999999966867e-7,0.0036147600000000016,0.003596230000000006,1.0100000000026754e-6,0.003595220000000003,6,23,CC_DChg,8,arbin,2021-04-21T17:46:25.587400000
393,1928805,70076,0.7923274,-0.2000003,-0.15846571769822,0.0038914799999999958,8.499999999966867e-7,0.003890629999999999,0.003818420000000003,1.0100000000026754e-6,0.0038174100000000002,6,23,CC_DChg,8,arbin,2021-04-21T17:46:30.595300000
394,1933808,75080,0.7659592,-0.2000007,-0.15319237617144,0.004169649999999997,8.499999999966867e-7,0.0041688,0.004035130000000005,1.0100000000026754e-6,0.004034120000000002,6,23,CC_DChg,8,arbin,2021-04-21T17:46:35.598700000
395,1938814,80086,0.7396368,-0.2000015,-0.1479284694552,0.0044496499999999994,8.499999999966867e-7,0.004448800000000003,0.004245870000000006,1.0100000000026754e-6,0.004244860000000003,6,23,CC_DChg,8,arbin,2021-04-21T17:46:40.605000000
396,1943824,85096,0.7134346,-0.2000015,-0.1426879901519,0.00472529,8.499999999966867e-7,0.004724440000000003,0.004446060000000009,1.0100000000026754e-6,0.004445050000000006,6,23,CC_DChg,8,arbin,2021-04-21T17:46:45.614800000
397,1948835,90107,0.6873221,-0.2000015,-0.13746545098315,0.004992219999999999,8.499999999966867e-7,0.004991370000000002,0.004633140000000008,1.0100000000026754e-6,0.004632130000000005,6,23,CC_DChg,8,arbin,2021-04-21T17:46:50.625900000
398,1953840,95111,0.6613211,-0.2000007,-0.13226468292477,0.005281179999999996,8.499999999966867e-7,0.00528033,0.004828130000000007,1.0100000000026754e-6,0.004827120000000004,6,23,CC_DChg,8,arbin,2021-04-21T17:46:55.630600000
399,1958841,100112,0.6354327,-0.2000023,-0.12708800149521,0.005558429999999996,8.499999999966867e-7,0.0055575799999999995,0.005007920000000006,1.0100000000026754e-6,0.005006910000000003,6,23,CC_DChg,8,arbin,2021-04-21T17:47:00.631400000
400,1963844,105116,0.6095957,-0.2000014,-0.12191999343398,0.00582941,8.499999999966867e-7,0.0058285600000000035,0.005176720000000003,1.0100000000026754e-6,0.00517571,6,23,CC_DChg,8,arbin,2021-04-21T17:47:05.634700000
401,1968852,110124,0.5838656,-0.2000008,-0.11677358709248,0.006116009999999998,8.499999999966867e-7,0.006115160000000001,0.005347820000000003,1.0100000000026754e-6,0.0053468100000000005,6,23,CC_DChg,8,arbin,2021-04-21T17:47:10.643300000
402,1973855,115127,0.5582776,-0.2000023,-0.11165680403848001,0.00638975,8.499999999966867e-7,0.006388900000000003,0.005504200000000008,1.0100000000026754e-6,0.005503190000000005,6,23,CC_DChg,8,arbin,2021-04-21T17:47:15.645800000
403,1978729,120001,0.5333685,-0.2000017,-0.10667460672645,0.006664989999999996,8.499999999966867e-7,0.006664139999999999,0.005654470000000009,1.0100000000026754e-6,0.005653460000000006,6,23,CC_DChg,8,arbin,2021-04-21T17:47:20.520000000
404,1978739,4,0.5331273,-0.2000022,-0.10662663288006,2.5600000000056133e-6,0.0,2.5600000000056133e-6,1.3599999999988621e-6,0.0,1.3599999999988621e-6,7,24,CC_DChg,9,arbin,2021-04-21T17:47:20.530300000
405,1983766,5001,0.5690598,0.1999979,0.11381076497442,0.00027527000000000107,0.0002746500000000013,6.199999999997874e-7,0.00015271000000000035,0.0001523699999999989,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:47:25.557000000
406,1988769,10004,0.597321,0.1999983,0.1194631845543,0.0005546400000000021,0.0005540200000000023,6.199999999997874e-7,0.00031567999999999874,0.0003153399999999973,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:47:30.559500000
407,1993778,15013,0.6253638,0.1999963,0.12507044615394,0.0008333000000000021,0.0008326800000000023,6.199999999997874e-7,0.00048607999999999985,0.0004857399999999984,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:47:35.569200000
408,1998785,20020,0.6530795,0.1999963,0.13061348360585,0.0011095600000000025,0.0011089400000000027,6.199999999997874e-7,0.0006626900000000005,0.000662349999999999,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:47:40.576200000
409,2003785,25020,0.6805872,0.200003,0.1361194817616,0.0013904799999999995,0.0013898599999999997,6.199999999997874e-7,0.000850049999999998,0.0008497099999999966,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:47:45.576200000
410,2008789,30024,0.7079453,0.2000035,0.14159153780855,0.0016649400000000036,0.0016643200000000039,6.199999999997874e-7,0.001040619999999999,0.0010402799999999976,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:47:50.579500000
411,2013789,35025,0.7351851,0.199997,0.1470348144447,0.0019439800000000049,0.001943360000000005,6.199999999997874e-7,0.0012420100000000017,0.0012416700000000003,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:47:55.580300000
412,2018791,40026,0.7623705,0.1999964,0.15247135546619997,0.0022224600000000025,0.0022218400000000027,6.199999999997874e-7,0.0014505599999999966,0.0014502199999999951,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:48:00.581800000
413,2023796,45031,0.7894177,0.1999971,0.15788125068867,0.002501200000000002,0.0025005800000000022,6.199999999997874e-7,0.0016668700000000009,0.0016665299999999994,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:48:05.586700000
414,2028799,50033,0.8164057,0.1999968,0.16327852750176,0.0027768100000000046,0.0027761900000000048,6.199999999997874e-7,0.0018881700000000015,0.00188783,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:48:10.589200000
415,2033800,55035,0.8433575,0.1999976,0.168669475942,0.003057420000000005,0.0030568000000000053,6.199999999997874e-7,0.0021210799999999974,0.002120739999999996,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:48:15.590800000
416,2038806,60041,0.8702692,0.1999967,0.17405096811164,0.0033311900000000047,0.003330570000000005,6.199999999997874e-7,0.002355669999999997,0.0023553299999999958,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:48:20.597000000
417,2043807,65042,0.8970599,0.1999979,0.17941009617421,0.0036071200000000053,0.0036065000000000055,6.199999999997874e-7,0.002599450000000003,0.0025991100000000017,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:48:25.597900000
418,2048811,70046,0.9238152,0.1999973,0.18476054569895997,0.0038899400000000015,0.0038893200000000017,6.199999999997874e-7,0.002856949999999997,0.0028566099999999955,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:48:30.601800000
419,2053821,75056,0.9506011,0.1999976,0.19011793855736,0.004169300000000001,0.004168680000000001,6.199999999997874e-7,0.003118830000000003,0.0031184900000000015,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:48:35.611400000
420,2058830,80065,0.9772877,0.1999983,0.19545587861091,0.004447730000000004,0.004447110000000004,6.199999999997874e-7,0.003387300000000003,0.0033869600000000014,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:48:40.620300000
421,2063831,85066,1.003956,0.1999985,0.200789694066,0.004722440000000001,0.004721820000000002,6.199999999997874e-7,0.0036594500000000016,0.00365911,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:48:45.621900000
422,2068837,90072,1.030547,0.1999978,0.20610713279660003,0.005001530000000004,0.005000910000000004,6.199999999997874e-7,0.003943339999999997,0.003942999999999995,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:48:50.627800000
423,2073843,95078,1.057035,0.1999974,0.21140425170899999,0.00527681,0.00527619,6.199999999997874e-7,0.004230640000000001,0.004230299999999999,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:48:55.633700000
424,2078844,100080,1.083524,0.1999964,0.21670089931359998,0.005556789999999999,0.005556169999999999,6.199999999997874e-7,0.004530270000000003,0.0045299300000000015,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:49:00.635300000
425,2083850,105086,1.109864,0.1999969,0.2219693594216,0.005836180000000003,0.0058355600000000035,6.199999999997874e-7,0.004836720000000003,0.004836380000000001,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:49:05.641200000
426,2088860,110095,1.136245,0.1999972,0.227245818514,0.006114670000000003,0.006114050000000003,6.199999999997874e-7,0.005149519999999998,0.005149179999999996,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:49:10.650200000
427,2093864,115099,1.16254,0.1999985,0.23250625618999998,0.006383100000000003,0.006382480000000003,6.199999999997874e-7,0.005457950000000003,0.005457610000000002,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:49:15.654600000
428,2098768,120003,1.188156,0.199998,0.237628823688,0.0066652500000000045,0.006664630000000005,6.199999999997874e-7,0.005789490000000001,0.00578915,3.4000000000145025e-7,7,25,CC_Chg,7,arbin,2021-04-21T17:49:20.559200000
429,2103798,5004,1.152216,-0.200003,-0.23044665664799996,0.000279889999999991,2.079999999994586e-6,0.0002778099999999964,0.0003264799999999901,2.459999999995799e-6,0.0003240199999999943,7,26,CC_DChg,8,arbin,2021-04-21T17:49:25.588500000
430,2108800,10006,1.123748,-0.2000035,-0.224753533118,0.0005542699999999887,2.079999999994586e-6,0.0005521899999999941,0.0006386499999999906,2.459999999995799e-6,0.0006361899999999948,7,26,CC_DChg,8,arbin,2021-04-21T17:49:30.590600000
431,2113810,15016,1.095591,-0.1999989,-0.2191169948499,0.0008237099999999914,2.079999999994586e-6,0.0008216299999999968,0.0009377299999999908,2.459999999995799e-6,0.000935269999999995,7,26,CC_DChg,8,arbin,2021-04-21T17:49:35.600300000
432,2118817,20023,1.067711,-0.2000026,-0.2135449760486,0.001113029999999994,2.079999999994586e-6,0.0011109499999999994,0.001250779999999993,2.459999999995799e-6,0.0012483199999999972,7,26,CC_DChg,8,arbin,2021-04-21T17:49:40.608100000
433,2123829,25035,1.040071,-0.200001,-0.208015240071,0.0013914399999999938,2.079999999994586e-6,0.0013893599999999992,0.0015441299999999908,2.459999999995799e-6,0.001541669999999995,7,26,CC_DChg,8,arbin,2021-04-21T17:49:45.619400000
434,2128840,30046,1.01255,-0.2000019,-0.20251192384500002,0.0016692999999999916,2.079999999994586e-6,0.001667219999999997,0.0018292599999999923,2.459999999995799e-6,0.0018267999999999965,7,26,CC_DChg,8,arbin,2021-04-21T17:49:50.630700000
435,2133845,35051,0.9851899,-0.2000022,-0.19704014741777998,0.0019474399999999947,2.079999999994586e-6,0.0019453600000000001,0.0021070499999999923,2.459999999995799e-6,0.0021045899999999965,7,26,CC_DChg,8,arbin,2021-04-21T17:49:55.635600000
436,2138856,40062,0.9579768,-0.2000017,-0.19159698856055998,0.002227679999999989,2.079999999994586e-6,0.0022255999999999942,0.002379269999999996,2.459999999995799e-6,0.00237681,7,26,CC_DChg,8,arbin,2021-04-21T17:50:00.646800000
437,2143859,45065,0.9309096,-0.2000019,-0.18618368872824,0.0025018299999999896,2.079999999994586e-6,0.002499749999999995,0.0026381599999999936,2.459999999995799e-6,0.0026356999999999978,7,26,CC_DChg,8,arbin,2021-04-21T17:50:05.649700000
438,2148869,50075,0.9039654,-0.2000018,-0.18079470713772,0.0027793399999999913,2.079999999994586e-6,0.0027772599999999967,0.0028927799999999906,2.459999999995799e-6,0.002890319999999995,7,26,CC_DChg,8,arbin,2021-04-21T17:50:10.659600000
439,2153877,55084,0.877151,-0.2000022,-0.1754321297322,0.003054299999999989,2.079999999994586e-6,0.0030522199999999944,0.003137739999999993,2.459999999995799e-6,0.0031352799999999972,7,26,CC_DChg,8,arbin,2021-04-21T17:50:15.668200000
440,2158878,60085,0.8504776,-0.200002,-0.1700972209552,0.0033334499999999948,2.079999999994586e-6,0.00333137,0.003378969999999995,2.459999999995799e-6,0.0033765099999999992,7,26,CC_DChg,8,arbin,2021-04-21T17:50:20.669200000
441,2163889,65096,0.8237967,-0.2000031,-0.16476189376977,0.0036177699999999924,2.079999999994586e-6,0.003615689999999998,0.003616979999999992,2.459999999995799e-6,0.003614519999999996,7,26,CC_DChg,8,arbin,2021-04-21T17:50:25.680300000
442,2168901,70107,0.7972588,-0.2000024,-0.15945367342112002,0.0038952699999999923,2.079999999994586e-6,0.0038931899999999978,0.0038418699999999903,2.459999999995799e-6,0.0038394099999999945,7,26,CC_DChg,8,arbin,2021-04-21T17:50:30.691800000
443,2173908,75114,0.7708621,-0.2000015,-0.15417357629315,0.004167499999999991,2.079999999994586e-6,0.004165419999999996,0.004055369999999996,2.459999999995799e-6,0.00405291,7,26,CC_DChg,8,arbin,2021-04-21T17:50:35.698700000
444,2178918,80125,0.7445549,-0.2000024,-0.14891276693176,0.0044527799999999895,2.079999999994586e-6,0.004450699999999995,0.004271529999999996,2.459999999995799e-6,0.00426907,7,26,CC_DChg,8,arbin,2021-04-21T17:50:40.709300000
445,2183926,85132,0.7183108,-0.2000018,-0.14366345295944002,0.0047271799999999906,2.079999999994586e-6,0.004725099999999996,0.004472219999999992,2.459999999995799e-6,0.004469759999999996,7,26,CC_DChg,8,arbin,2021-04-21T17:50:45.716400000
446,2188933,90140,0.6922583,-0.2000014,-0.13845262916162,0.005009659999999992,2.079999999994586e-6,0.005007579999999998,0.00467142999999999,2.459999999995799e-6,0.0046689699999999945,7,26,CC_DChg,8,arbin,2021-04-21T17:50:50.724300000
447,2193939,95145,0.6661953,-0.2000007,-0.13323952633671002,0.005282819999999994,2.079999999994586e-6,0.005280739999999999,0.004856949999999992,2.459999999995799e-6,0.004854489999999996,7,26,CC_DChg,8,arbin,2021-04-21T17:50:55.729900000
448,2198943,100149,0.6402754,-0.2000006,-0.12805546416524002,0.005565239999999992,2.079999999994586e-6,0.0055631599999999976,0.005041429999999993,2.459999999995799e-6,0.005038969999999997,7,26,CC_DChg,8,arbin,2021-04-21T17:51:00.733800000
449,2203953,105159,0.6144452,-0.2000019,-0.12289020744588001,0.005834729999999989,2.079999999994586e-6,0.005832649999999995,0.005210539999999993,2.459999999995799e-6,0.005208079999999997,7,26,CC_DChg,8,arbin,2021-04-21T17:51:05.743500000
450,2208961,110167,0.5886902,-0.2000007,-0.11773845208314002,0.006118109999999989,2.079999999994586e-6,0.0061160299999999945,0.005381099999999993,2.459999999995799e-6,0.005378639999999997,7,26,CC_DChg,8,arbin,2021-04-21T17:51:10.751300000
451,2213967,115173,0.5630221,-0.2000016,-0.11260532083536,0.006395909999999991,2.079999999994586e-6,0.006393829999999996,0.005541099999999993,2.459999999995799e-6,0.0055386399999999975,7,26,CC_DChg,8,arbin,2021-04-21T17:51:15.757800000
452,2218795,120001,0.5383973,-0.2000016,-0.10768032143567999,0.006667519999999989,2.079999999994586e-6,0.006665439999999995,0.00569067999999999,2.459999999995799e-6,0.005688219999999994,7,26,CC_DChg,8,arbin,2021-04-21T17:51:20.585500000
453,2218804,3,0.5383486,-0.2000015,-0.10767052752289999,1.2100000000014877e-6,0.0,1.2100000000014877e-6,6.400000000031381e-7,0.0,6.400000000031381e-7,8,27,CC_DChg,9,arbin,2021-04-21T17:51:20.594500000
