File Format Type:	ArbinCsvFormat1
Header Lines:	14
Serial Number:	217719-B
Cycler Name:	
Channel Id:	1
Test Name: 	AB-CC_High_0.2A+TestObject_cc210421121129
Test ID: 	1
Schedule Name: 	AB-CC_High_0.2A+TestObject_cc.sdx
Timezone: 	GMT -6:00
Data Type Flag:	 {"1":"IVBasicData","2":"IVExtendData","3":"AuxData","4":"CANBMSData","5":"SMBData","6":"EISData","7":"SMBString"}
Aux Definition:	
Data Field:
"Byte Index"	"Line Number"	"Data Type Flag"	"Data Point"	"Test Time"	"Step Time"	"Cycle Index"	"Step Index"	"Current"	"Voltage"	"Charge Capacity"	"Discharge Capacity"	"Charge Energy"	"Discharge Energy"	"Data Flags"	"Data Time"	"Other Information"
 	 	 	 	"s"	"s"	 	 	"A"	"V"	Ah	Ah	Wh	Wh	 	"DateTime"	"JSON"
64352	483	2	138	6.78430700302124e02	2.00289011001586e01	1	8							0	16190259402210000	{"PV_dVdt":-0.0058410996571183208}
64474	484	2	138	6.78430700302124e02	2.00289011001586e01	1	8							0	16190259402210000	{"PV_dVdQ":101.96309661865235}
64592	485	2	138	6.78430700302124e02	2.00289011001586e01	1	8							0	16190259402210000	{"PV_dQdV":0.0096658356487751}
64710	486	1	139	6.83438730239868e02	2.50369000434875e01	1	8	-1.999994e-01	 1.010937e000	 9.712233e-03	 1.221621e-02	 6.891241e-03	 9.008283e-03	0	16190259452290000	{}
64878	487	2	139	6.83438730239868e02	2.50369000434875e01	1	8							0	16190259452290000	{"PV_dVdt":-0.005470708943903446}
64999	488	2	139	6.83438730239868e02	2.50369000434875e01	1	8							0	16190259452290000	{"PV_dVdQ":103.6046142578125}
65116	489	2	139	6.83438730239868e02	2.50369000434875e01	1	8							0	16190259452290000	{"PV_dQdV":0.011462590657174588}
65236	490	1	140	6.88448333740234e02	3.00464987754821e01	1	8	-1.999993e-01	 9.832720e-01	 9.712233e-03	 1.249552e-02	 6.891241e-03	 9.286708e-03	0	16190259502386000	{}
65404	491	2	140	6.88448333740234e02	3.00464987754821e01	1	8							0	16190259502386000	{"PV_dVdt":-0.005465759430080652}
65525	492	2	140	6.88448333740234e02	3.00464987754821e01	1	8							0	16190259502386000	{"PV_dVdQ":98.0411605834961}
65641	493	2	140	6.88448333740234e02	3.00464987754821e01	1	8							0	16190259502386000	{"PV_dQdV":0.011282559484243393}
65761	494	1	141	6.93457269668579e02	3.50554990768432e01	1	8	-1.999979e-01	 9.557938e-01	 9.712233e-03	 1.277308e-02	 6.891241e-03	 9.555747e-03	0	16190259552476000	{}
65929	495	2	141	6.93457269668579e02	3.50554990768432e01	1	8							0	16190259552476000	{"PV_dVdt":-0.005336759611964226}
66050	496	2	141	6.93457269668579e02	3.50554990768432e01	1	8							0	16190259552476000	{"PV_dVdQ":97.7092514038086}
66166	497	2	141	6.93457269668579e02	3.50554990768432e01	1	8							0	16190259552476000	{"PV_dQdV":0.01061948947608471}
66285	498	2	142	6.98466110229492e02	4.00643014907836e01	1	8							0	16190259602564000	{"PV_dVdt":-0.005383992567658424}
66406	499	2	142	6.98466110229492e02	4.00643014907836e01	1	8							0	16190259602564000	{"PV_dVdQ":94.90709686279297}
66523	500	2	142	6.98466110229492e02	4.00643014907836e01	1	8							0	16190259602564000	{"PV_dQdV":0.009848041459918023}
66643	501	1	142	6.98466110229492e02	4.00643014907836e01	1	8	-1.999985e-01	 9.284796e-01	 9.712233e-03	 1.304839e-02	 6.891241e-03	 9.815103e-03	0	16190259602564000	{}
66811	502	1	143	7.03477191925048e02	4.50754022598266e01	1	8	-1.999982e-01	 9.013075e-01	 9.712233e-03	 1.333049e-02	 6.891241e-03	 1.007315e-02	0	16190259652675000	{}
66979	503	2	143	7.03477191925048e02	4.50754022598266e01	1	8							0	16190259652675000	{"PV_dVdt":-0.005495578050613403}
67100	504	2	143	7.03477191925048e02	4.50754022598266e01	1	8							0	16190259652675000	{"PV_dVdQ":98.30841827392578}
67217	505	2	143	7.03477191925048e02	4.50754022598266e01	1	8							0	16190259652675000	{"PV_dQdV":0.008669630624353886}
67337	506	1	144	7.08485126495361e02	5.00833034515380e01	1	8	-1.999983e-01	 8.742604e-01	 9.712233e-03	 1.360835e-02	 6.891241e-03	 1.031974e-02	0	16190259702754000	{}
67505	507	2	144	7.08485126495361e02	5.00833034515380e01	1	8							0	16190259702754000	{"PV_dVdt":-0.0052954223938286308}
67627	508	2	144	7.08485126495361e02	5.00833034515380e01	1	8							0	16190259702754000	{"PV_dVdQ":99.13909149169922}
67744	509	2	144	7.08485126495361e02	5.00833034515380e01	1	8							0	16190259702754000	{"PV_dQdV":0.01041320338845253}
67863	510	1	145	7.13494873046875e02	5.50931024551391e01	1	8	-1.999983e-01	 8.472771e-01	 9.712233e-03	 1.388649e-02	 6.891241e-03	 1.055909e-02	0	16190259752852000	{}
68031	511	2	145	7.13494873046875e02	5.50931024551391e01	1	8							0	16190259752852000	{"PV_dVdt":-0.0054384334944188599}
68153	512	2	145	7.13494873046875e02	5.50931024551391e01	1	8							0	16190259752852000	{"PV_dVdQ":99.26578521728516}
68270	513	2	145	7.13494873046875e02	5.50931024551391e01	1	8							0	16190259752852000	{"PV_dQdV":0.010655633173882962}
68390	514	2	146	7.18497943878173e02	6.00961017608642e01	1	8							0	16190259802882000	{"PV_dVdt":-0.005229757633060217}
68511	515	2	146	7.18497943878173e02	6.00961017608642e01	1	8							0	16190259802882000	{"PV_dVdQ":92.4808349609375}
68627	516	2	146	7.18497943878173e02	6.00961017608642e01	1	8							0	16190259802882000	{"PV_dQdV":0.01015876978635788}
68746	517	1	146	7.18497943878173e02	6.00961017608642e01	1	8	-1.999970e-01	 8.205037e-01	 9.712233e-03	 1.416429e-02	 6.891241e-03	 1.079069e-02	0	16190259802882000	{}
68914	518	1	147	7.23502349853515e02	6.51005029678344e01	1	8	-1.999961e-01	 7.938761e-01	 9.712233e-03	 1.444025e-02	 6.891241e-03	 1.101339e-02	0	16190259852926000	{}
69082	519	2	147	7.23502349853515e02	6.51005029678344e01	1	8							0	16190259852926000	{"PV_dVdt":-0.005280598998069763}
69203	520	2	147	7.23502349853515e02	6.51005029678344e01	1	8							0	16190259852926000	{"PV_dVdQ":100.3829574584961}
69320	521	2	147	7.23502349853515e02	6.51005029678344e01	1	8							0	16190259852926000	{"PV_dQdV":0.010003906674683094}
69440	522	1	148	7.28512430191040e02	7.01106023788452e01	1	8	-1.999962e-01	 7.673106e-01	 9.712233e-03	 1.471624e-02	 6.891241e-03	 1.122884e-02	0	16190259903027000	{}
69608	523	2	148	7.28512430191040e02	7.01106023788452e01	1	8							0	16190259903027000	{"PV_dVdt":-0.00536832632496953}
69728	524	2	148	7.28512430191040e02	7.01106023788452e01	1	8							0	16190259903027000	{"PV_dVdQ":94.9985580444336}
69844	525	2	148	7.28512430191040e02	7.01106023788452e01	1	8							0	16190259903027000	{"PV_dQdV":0.008828869089484215}
69964	526	1	149	7.33519744873046e02	7.51178979873657e01	1	8	-1.999966e-01	 7.408366e-01	 9.712233e-03	 1.499927e-02	 6.891241e-03	 1.144224e-02	0	16190259953100000	{}
70132	527	2	149	7.33519744873046e02	7.51178979873657e01	1	8							0	16190259953100000	{"PV_dVdt":-0.005217154044657946}
70253	528	2	149	7.33519744873046e02	7.51178979873657e01	1	8							0	16190259953100000	{"PV_dVdQ":88.78485870361328}
70370	529	2	149	7.33519744873046e02	7.51178979873657e01	1	8							0	16190259953100000	{"PV_dQdV":0.012297398410737515}
70490	530	2	150	7.38526916503906e02	8.01251029968261e01	1	8							0	16190260003172000	{"PV_dVdt":-0.0052015590481460098}
70612	531	2	150	7.38526916503906e02	8.01251029968261e01	1	8							0	16190260003172000	{"PV_dVdQ":94.6064453125}
70725	532	2	150	7.38526916503906e02	8.01251029968261e01	1	8							0	16190260003172000	{"PV_dQdV":0.009444192051887513}
70845	533	1	150	7.38526916503906e02	8.01251029968261e01	1	8	-1.999970e-01	 7.144818e-01	 9.712233e-03	 1.527588e-02	 6.891241e-03	 1.164345e-02	0	16190260003172000	{}
71013	534	1	151	7.43537139892578e02	8.51352977752685e01	1	8	-1.999975e-01	 6.882596e-01	 9.712233e-03	 1.555395e-02	 6.891241e-03	 1.183844e-02	0	16190260053274000	{}
71181	535	2	151	7.43537139892578e02	8.51352977752685e01	1	8							0	16190260053274000	{"PV_dVdt":-0.0051147956401109699}
71303	536	2	151	7.43537139892578e02	8.51352977752685e01	1	8							0	16190260053274000	{"PV_dVdQ":93.09252166748047}
71420	537	2	151	7.43537139892578e02	8.51352977752685e01	1	8							0	16190260053274000	{"PV_dQdV":0.010810639709234238}
71540	538	1	152	7.48547601699829e02	9.01457977294921e01	1	8	-2.000030e-01	 6.620917e-01	 9.712233e-03	 1.582437e-02	 6.891241e-03	 1.202108e-02	0	16190260103379000	{}
71708	539	2	152	7.48547601699829e02	9.01457977294921e01	1	8							0	16190260103379000	{"PV_dVdt":-0.005158575717359781}
71829	540	2	152	7.48547601699829e02	9.01457977294921e01	1	8							0	16190260103379000	{"PV_dVdQ":96.7093734741211}
71945	541	2	152	7.48547601699829e02	9.01457977294921e01	1	8							0	16190260103379000	{"PV_dQdV":0.010728276334702969}
72065	542	1	153	7.53556585311889e02	9.51548004150390e01	1	8	-2.000030e-01	 6.360430e-01	 9.712233e-03	 1.611269e-02	 6.891241e-03	 1.220827e-02	0	16190260153469000	{}
72233	543	2	153	7.53556585311889e02	9.51548004150390e01	1	8							0	16190260153469000	{"PV_dVdt":-0.00517951138317585}
72353	544	2	153	7.53556585311889e02	9.51548004150390e01	1	8							0	16190260153469000	{"PV_dVdQ":94.8985366821289}
72469	545	2	153	7.53556585311889e02	9.51548004150390e01	1	8							0	16190260153469000	{"PV_dQdV":0.010112591087818146}
72589	546	1	154	7.58568286895751e02	1.00166487693786e02	1	8	-2.000022e-01	 6.100430e-01	 9.712233e-03	 1.638964e-02	 6.891241e-03	 1.238075e-02	0	16190260203586000	{}
72757	547	2	154	7.58568286895751e02	1.00166487693786e02	1	8							0	16190260203586000	{"PV_dVdt":-0.005303108133375645}
72878	548	2	154	7.58568286895751e02	1.00166487693786e02	1	8							0	16190260203586000	{"PV_dVdQ":94.9669418334961}
72994	549	2	154	7.58568286895751e02	1.00166487693786e02	1	8							0	16190260203586000	{"PV_dQdV":0.009304078295826912}
73114	550	1	155	7.63572216033935e02	1.05170404911041e02	1	8	-2.000032e-01	 5.842280e-01	 9.712233e-03	 1.666397e-02	 6.891241e-03	 1.254457e-02	0	16190260253625000	{}
73282	551	2	155	7.63572216033935e02	1.05170404911041e02	1	8							0	16190260253625000	{"PV_dVdt":-0.005171169526875019}
73403	552	2	155	7.63572216033935e02	1.05170404911041e02	1	8							0	16190260253625000	{"PV_dVdQ":103.0873794555664}
73520	553	2	155	7.63572216033935e02	1.05170404911041e02	1	8							0	16190260253625000	{"PV_dQdV":0.01094397809356451}
73639	554	1	156	7.68574237823486e02	1.10172402858734e02	1	8	-2.000025e-01	 5.585236e-01	 9.712233e-03	 1.694336e-02	 6.891241e-03	 1.270421e-02	0	16190260303645000	{}
73807	555	2	156	7.68574237823486e02	1.10172402858734e02	1	8							0	16190260303645000	{"PV_dVdt":-0.005204116925597191}
73928	556	2	156	7.68574237823486e02	1.10172402858734e02	1	8							0	16190260303645000	{"PV_dVdQ":91.37415313720703}
74045	557	2	156	7.68574237823486e02	1.10172402858734e02	1	8							0	16190260303645000	{"PV_dQdV":0.010211152955889702}
74165	558	2	157	7.73577880859375e02	1.15176105499267e02	1	8							0	16190260353682000	{"PV_dVdt":-0.005124572664499283}
74286	559	2	157	7.73577880859375e02	1.15176105499267e02	1	8							0	16190260353682000	{"PV_dVdQ":97.43183135986328}
74403	560	2	157	7.73577880859375e02	1.15176105499267e02	1	8							0	16190260353682000	{"PV_dQdV":0.01085754670202732}
74522	561	1	157	7.73577880859375e02	1.15176105499267e02	1	8	-1.999984e-01	 5.328707e-01	 9.712233e-03	 1.722005e-02	 6.891241e-03	 1.285522e-02	0	16190260353682000	{}
74690	562	1	158	7.78402566909790e02	1.20000803470611e02	1	8	-1.999976e-01	 5.082249e-01	 9.712233e-03	 1.749279e-02	 6.891241e-03	 1.299718e-02	2	16190260401929000	{}
74858	563	1	159	7.78412771224975e02	4.50000000000000e-03	2	9	-1.999949e-01	 5.078988e-01	 9.712233e-03	 1.749311e-02	 6.891241e-03	 1.299734e-02	1581059	16190260402031000	{}
75033	564	2	158	7.78402566909790e02	1.20000803470611e02	1	8							2	16190260401929000	{"PV_dVdt":-0.005303591955453157}
75154	565	2	158	7.78402566909790e02	1.20000803470611e02	1	8							2	16190260401929000	{"PV_dVdQ":91.82537078857422}
75271	566	2	158	7.78402566909790e02	1.20000803470611e02	1	8							2	16190260401929000	{"PV_dQdV":0.010377559810876847}
75391	567	2	158	7.78402566909790e02	1.20000803470611e02	1	8							2	16190260401929000	{"PV_InternalResistance":0.016613654792308809}
75525	568	2	159	7.78412771224975e02	4.50000000000000e-03	2	9							1581059	16190260402031000	{"PV_dVdt":-0.005303591955453157}
75653	569	2	159	7.78412771224975e02	4.50000000000000e-03	2	9							1581059	16190260402031000	{"PV_dVdQ":91.82537078857422}
75777	570	2	159	7.78412771224975e02	4.50000000000000e-03	2	9							1581059	16190260402031000	{"PV_dQdV":0.010377559810876847}
75904	571	2	159	7.78412771224975e02	4.50000000000000e-03	2	9							1581059	16190260402031000	{"PV_InternalResistance":0.016613654792308809}
76045	572	2	160	7.83441305160522e02	5.00360012054443e00	2	7							1	16190260452316000	{"PV_dVdt":0.005604186560958624}
76165	573	2	160	7.83441305160522e02	5.00360012054443e00	2	7							1	16190260452316000	{"PV_dVdQ":105.0281982421875}
76282	574	2	160	7.83441305160522e02	5.00360012054443e00	2	7							1	16190260452316000	{"PV_dQdV":0.010691688396036625}
76402	575	1	160	7.83441305160522e02	5.00360012054443e00	2	7	 1.999997e-01	 5.437722e-01	 9.989733e-03	 1.749338e-02	 7.038244e-03	 1.299748e-02	1	16190260452316000	{}
76570	576	2	161	7.88445186614990e02	1.00074994564056e01	2	7							0	16190260502355000	{"PV_dVdt":0.0057174754329025749}
76691	577	2	161	7.88445186614990e02	1.00074994564056e01	2	7							0	16190260502355000	{"PV_dVdQ":104.1815185546875}
76808	578	2	161	7.88445186614990e02	1.00074994564056e01	2	7							0	16190260502355000	{"PV_dQdV":0.009799228981137276}
76928	579	1	161	7.88445186614990e02	1.00074994564056e01	2	7	 2.000004e-01	 5.720887e-01	 1.026782e-02	 1.749338e-02	 7.193506e-03	 1.299748e-02	0	16190260502355000	{}
77096	580	1	162	7.93453454971313e02	1.50156998634338e01	2	7	 1.999987e-01	 5.999426e-01	 1.054503e-02	 1.749338e-02	 7.356028e-03	 1.299748e-02	0	16190260552437000	{}
77264	581	2	162	7.93453454971313e02	1.50156998634338e01	2	7							0	16190260552437000	{"PV_dVdt":0.005648370366543531}
77384	582	2	162	7.93453454971313e02	1.50156998634338e01	2	7							0	16190260552437000	{"PV_dVdQ":103.62820434570313}
77502	583	2	162	7.93453454971313e02	1.50156998634338e01	2	7							0	16190260552437000	{"PV_dQdV":0.00895138829946518}
77621	584	2	163	7.98458766937255e02	2.00211000442504e01	2	7							0	16190260602491000	{"PV_dVdt":0.005345432553440332}
77741	585	2	163	7.98458766937255e02	2.00211000442504e01	2	7							0	16190260602491000	{"PV_dVdQ":98.94928741455078}
77858	586	2	163	7.98458766937255e02	2.00211000442504e01	2	7							0	16190260602491000	{"PV_dQdV":0.008751895278692246}
77978	587	1	163	7.98458766937255e02	2.00211000442504e01	2	7	 1.999994e-01	 6.276335e-01	 1.081509e-02	 1.749338e-02	 7.521731e-03	 1.299748e-02	0	16190260602491000	{}
78146	588	1	164	8.03469276428222e02	2.50315999984741e01	2	7	 1.999995e-01	 6.550955e-01	 1.109413e-02	 1.749338e-02	 7.700547e-03	 1.299748e-02	0	16190260652596000	{}
78314	589	2	164	8.03469276428222e02	2.50315999984741e01	2	7							0	16190260652596000	{"PV_dVdt":0.005654157605022192}
78434	590	2	164	8.03469276428222e02	2.50315999984741e01	2	7							0	16190260652596000	{"PV_dVdQ":99.2505874633789}
78550	591	2	164	8.03469276428222e02	2.50315999984741e01	2	7							0	16190260652596000	{"PV_dQdV":0.009244345128536225}
78670	592	1	165	8.08475494384765e02	3.00377988815307e01	2	7	 1.999991e-01	 6.823859e-01	 1.136691e-02	 1.749338e-02	 7.882775e-03	 1.299748e-02	0	16190260702658000	{}
78838	593	2	165	8.08475494384765e02	3.00377988815307e01	2	7							0	16190260702658000	{"PV_dVdt":0.005468976683914661}
78958	594	2	165	8.08475494384765e02	3.00377988815307e01	2	7							0	16190260702658000	{"PV_dVdQ":98.80899810791016}
79075	595	2	165	8.08475494384765e02	3.00377988815307e01	2	7							0	16190260702658000	{"PV_dQdV":0.00997601542621851}
79194	596	1	166	8.13481235504150e02	3.50434994697570e01	2	7	 1.999997e-01	 7.095570e-01	 1.165878e-02	 1.749338e-02	 8.085793e-03	 1.299748e-02	0	16190260752715000	{}
79362	597	2	166	8.13481235504150e02	3.50434994697570e01	2	7							0	16190260752715000	{"PV_dVdt":0.005426593124866486}
79482	598	2	166	8.13481235504150e02	3.50434994697570e01	2	7							0	16190260752715000	{"PV_dVdQ":98.75316619873047}
79599	599	2	166	8.13481235504150e02	3.50434994697570e01	2	7							0	16190260752715000	{"PV_dQdV":0.010216673836112023}
79719	600	1	167	8.18485069274902e02	4.00474023818969e01	2	7	 1.999989e-01	 7.366290e-01	 1.193569e-02	 1.749338e-02	 8.286097e-03	 1.299748e-02	0	16190260802754000	{}
79887	601	2	167	8.18485069274902e02	4.00474023818969e01	2	7							0	16190260802754000	{"PV_dVdt":0.005247644614428282}
80007	602	2	167	8.18485069274902e02	4.00474023818969e01	2	7							0	16190260802754000	{"PV_dVdQ":98.14863586425781}
80124	603	2	167	8.18485069274902e02	4.00474023818969e01	2	7							0	16190260802754000	{"PV_dQdV":0.011246933601796627}
80244	604	1	168	8.23496437072753e02	4.50586986541748e01	2	7	 1.999988e-01	 7.637200e-01	 1.221318e-02	 1.749338e-02	 8.494280e-03	 1.299748e-02	0	16190260852867000	{}
80412	605	2	168	8.23496437072753e02	4.50586986541748e01	2	7							0	16190260852867000	{"PV_dVdt":0.0055095357820391659}
80533	606	2	168	8.23496437072753e02	4.50586986541748e01	2	7							0	16190260852867000	{"PV_dVdQ":95.86286163330078}
80650	607	2	168	8.23496437072753e02	4.50586986541748e01	2	7							0	16190260852867000	{"PV_dQdV":0.010390290059149266}
80770	608	2	169	8.28504371643066e02	5.00666999816894e01	2	7							0	16190260902947000	{"PV_dVdt":0.00534796854481101}
80889	609	2	169	8.28504371643066e02	5.00666999816894e01	2	7							0	16190260902947000	{"PV_dVdQ":99.18767547607422}
81006	610	2	169	8.28504371643066e02	5.00666999816894e01	2	7							0	16190260902947000	{"PV_dQdV":0.010908225551247597}
81126	611	1	169	8.28504371643066e02	5.00666999816894e01	2	7	 1.999988e-01	 7.906327e-01	 1.248758e-02	 1.749338e-02	 8.707504e-03	 1.299748e-02	0	16190260902947000	{}
81294	612	1	170	8.33513069152832e02	5.50754022598266e01	2	7	 1.999986e-01	 8.175616e-01	 1.277031e-02	 1.749338e-02	 8.934848e-03	 1.299748e-02	0	16190260953034000	{}
81462	613	2	170	8.33513069152832e02	5.50754022598266e01	2	7							0	16190260953034000	{"PV_dVdt":0.0051297894679009918}
81583	614	2	170	8.33513069152832e02	5.50754022598266e01	2	7							0	16190260953034000	{"PV_dVdQ":99.32231140136719}
81700	615	2	170	8.33513069152832e02	5.50754022598266e01	2	7							0	16190260953034000	{"PV_dQdV":0.011393167078495026}
81820	616	1	171	8.38522720336914e02	6.00850009918212e01	2	7	 1.999991e-01	 8.444190e-01	 1.304787e-02	 1.749338e-02	 9.165565e-03	 1.299748e-02	0	16190261003130000	{}
81988	617	2	171	8.38522720336914e02	6.00850009918212e01	2	7							0	16190261003130000	{"PV_dVdt":0.005317972972989082}
82108	618	2	171	8.38522720336914e02	6.00850009918212e01	2	7							0	16190261003130000	{"PV_dVdQ":100.59161376953125}
82226	619	2	171	8.38522720336914e02	6.00850009918212e01	2	7							0	16190261003130000	{"PV_dQdV":0.010262563824653626}
82346	620	1	172	8.43530178070068e02	6.50924968719482e01	2	7	 1.999988e-01	 8.712325e-01	 1.332692e-02	 1.749338e-02	 9.404997e-03	 1.299748e-02	0	16190261053205000	{}
82514	621	2	172	8.43530178070068e02	6.50924968719482e01	2	7							0	16190261053205000	{"PV_dVdt":0.005339260213077068}
82634	622	2	172	8.43530178070068e02	6.50924968719482e01	2	7							0	16190261053205000	{"PV_dVdQ":100.12651824951172}
82752	623	2	172	8.43530178070068e02	6.50924968719482e01	2	7							0	16190261053205000	{"PV_dQdV":0.011013547889888287}
82872	624	1	173	8.48537158966064e02	7.00995016098022e01	2	7	 1.999989e-01	 8.980002e-01	 1.360568e-02	 1.749338e-02	 9.651653e-03	 1.299748e-02	0	16190261103275000	{}
83040	625	2	173	8.48537158966064e02	7.00995016098022e01	2	7							0	16190261103275000	{"PV_dVdt":0.005269122309982777}
83160	626	2	173	8.48537158966064e02	7.00995016098022e01	2	7							0	16190261103275000	{"PV_dVdQ":96.33500671386719}
83277	627	2	173	8.48537158966064e02	7.00995016098022e01	2	7							0	16190261103275000	{"PV_dQdV":0.010446501895785332}
83397	628	1	174	8.53545951843261e02	7.51082992553710e01	2	7	 1.999994e-01	 9.246954e-01	 1.388437e-02	 1.749338e-02	 9.905695e-03	 1.299748e-02	0	16190261153363000	{}
83565	629	2	174	8.53545951843261e02	7.51082992553710e01	2	7							0	16190261153363000	{"PV_dVdt":0.0052541098557412628}
83686	630	2	174	8.53545951843261e02	7.51082992553710e01	2	7							0	16190261153363000	{"PV_dVdQ":96.92013549804688}
83803	631	2	174	8.53545951843261e02	7.51082992553710e01	2	7							0	16190261153363000	{"PV_dQdV":0.01025064941495657}
83922	632	1	175	8.58547496795654e02	8.01098060607910e01	2	7	 1.999985e-01	 9.513373e-01	 1.416099e-02	 1.749338e-02	 1.016522e-02	 1.299748e-02	0	16190261203378000	{}
84090	633	2	175	8.58547496795654e02	8.01098060607910e01	2	7							0	16190261203378000	{"PV_dVdt":0.005351617932319641}
84210	634	2	175	8.58547496795654e02	8.01098060607910e01	2	7							0	16190261203378000	{"PV_dVdQ":94.66114044189453}
84327	635	2	175	8.58547496795654e02	8.01098060607910e01	2	7							0	16190261203378000	{"PV_dQdV":0.007818260230123997}
84447	636	1	176	8.63556957244873e02	8.51193046569824e01	2	7	 1.999982e-01	 9.779114e-01	 1.443447e-02	 1.749338e-02	 1.042902e-02	 1.299748e-02	0	16190261253473000	{}
84615	637	2	176	8.63556957244873e02	8.51193046569824e01	2	7							0	16190261253473000	{"PV_dVdt":0.00524908909574151}
84734	638	2	176	8.63556957244873e02	8.51193046569824e01	2	7							0	16190261253473000	{"PV_dVdQ":107.71928405761719}
84852	639	2	176	8.63556957244873e02	8.51193046569824e01	2	7							0	16190261253473000	{"PV_dQdV":0.011878500692546368}
84972	640	1	177	8.68558883666992e02	9.01212024688720e01	2	7	 1.999980e-01	 1.004481e000	 1.471783e-02	 1.749338e-02	 1.070989e-02	 1.299748e-02	0	16190261303492000	{}
85140	641	2	177	8.68558883666992e02	9.01212024688720e01	2	7							0	16190261303492000	{"PV_dVdt":0.005234186537563801}
85260	642	2	177	8.68558883666992e02	9.01212024688720e01	2	7							0	16190261303492000	{"PV_dVdQ":96.88158416748047}
85377	643	2	177	8.68558883666992e02	9.01212024688720e01	2	7							0	16190261303492000	{"PV_dQdV":0.011105705983936787}
85497	644	1	178	8.73558902740478e02	9.51212024688720e01	2	7	 1.999979e-01	 1.031000e000	 1.499161e-02	 1.749338e-02	 1.098852e-02	 1.299748e-02	0	16190261353492000	{}
85665	645	2	178	8.73558902740478e02	9.51212024688720e01	2	7							0	16190261353492000	{"PV_dVdt":0.005343864671885967}
85785	646	2	178	8.73558902740478e02	9.51212024688720e01	2	7							0	16190261353492000	{"PV_dVdQ":93.36235046386719}
85902	647	2	178	8.73558902740478e02	9.51212024688720e01	2	7							0	16190261353492000	{"PV_dQdV":0.010610926896333695}
86022	648	1	179	8.78564548492431e02	1.00126802921295e02	2	7	 1.999982e-01	 1.057448e000	 1.527382e-02	 1.749338e-02	 1.128323e-02	 1.299748e-02	0	16190261403548000	{}
86190	649	2	179	8.78564548492431e02	1.00126802921295e02	2	7							0	16190261403548000	{"PV_dVdt":0.005221173167228699}
86310	650	2	179	8.78564548492431e02	1.00126802921295e02	2	7							0	16190261403548000	{"PV_dVdQ":105.56224060058594}
86428	651	2	179	8.78564548492431e02	1.00126802921295e02	2	7							0	16190261403548000	{"PV_dQdV":0.010579582303762436}
86548	652	1	180	8.83572959899902e02	1.05135297775268e02	2	7	 1.999993e-01	 1.083908e000	 1.554853e-02	 1.749338e-02	 1.157738e-02	 1.299748e-02	0	16190261453633000	{}
86716	653	2	180	8.83572959899902e02	1.05135297775268e02	2	7							0	16190261453633000	{"PV_dVdt":0.0052178846672177319}
86837	654	2	180	8.83572959899902e02	1.05135297775268e02	2	7							0	16190261453633000	{"PV_dVdQ":95.67637634277344}
86954	655	2	180	8.83572959899902e02	1.05135297775268e02	2	7							0	16190261453633000	{"PV_dQdV":0.012366320006549359}
87074	656	2	181	8.88580989837646e02	1.10143303871154e02	2	7							0	16190261503713000	{"PV_dVdt":0.005221682600677013}
87194	657	2	181	8.88580989837646e02	1.10143303871154e02	2	7							0	16190261503713000	{"PV_dVdQ":95.13326263427735}
87311	658	2	181	8.88580989837646e02	1.10143303871154e02	2	7							0	16190261503713000	{"PV_dQdV":0.00769124086946249}
87430	659	1	181	8.88580989837646e02	1.10143303871154e02	2	7	 1.999976e-01	 1.110253e000	 1.582815e-02	 1.749338e-02	 1.188415e-02	 1.299748e-02	0	16190261503713000	{}
87598	660	1	182	8.93589305877685e02	1.15151607990264e02	2	7	 1.999992e-01	 1.136589e000	 1.610665e-02	 1.749338e-02	 1.219704e-02	 1.299748e-02	0	16190261553796000	{}
87766	661	2	182	8.93589305877685e02	1.15151607990264e02	2	7							0	16190261553796000	{"PV_dVdt":0.005302344914525747}
87886	662	2	182	8.93589305877685e02	1.15151607990264e02	2	7							0	16190261553796000	{"PV_dVdQ":92.68218994140625}
88003	663	2	182	8.93589305877685e02	1.15151607990264e02	2	7							0	16190261553796000	{"PV_dQdV":0.012563033029437065}
88123	664	1	183	8.98439216613769e02	1.20001602172851e02	2	7	 1.999992e-01	 1.162006e000	 1.637540e-02	 1.749338e-02	 1.250591e-02	 1.299748e-02	2	16190261602296000	{}
88291	665	2	183	8.98439216613769e02	1.20001602172851e02	2	7							2	16190261602296000	{"PV_dVdt":0.005245017819106579}
88411	666	2	183	8.98439216613769e02	1.20001602172851e02	2	7							2	16190261602296000	{"PV_dVdQ":86.89726257324219}
88528	667	2	183	8.98439216613769e02	1.20001602172851e02	2	7							2	16190261602296000	{"PV_dQdV":0.010529166087508202}
88648	668	2	183	8.98439216613769e02	1.20001602172851e02	2	7							2	16190261602296000	{"PV_InternalResistance":0.016613654792308809}
88782	669	1	184	9.03466129302978e02	5.00190019607543e00	2	8	-2.000022e-01	 1.125914e000	 1.637889e-02	 1.776821e-02	 1.250997e-02	 1.331087e-02	1	16190261652564000	{}
88950	670	2	184	9.03466129302978e02	5.00190019607543e00	2	8							1	16190261652564000	{"PV_dVdt":-0.00575196323916316}
89070	671	2	184	9.03466129302978e02	5.00190019607543e00	2	8							1	16190261652564000	{"PV_dVdQ":109.43184661865235}
89188	672	2	184	9.03466129302978e02	5.00190019607543e00	2	8							1	16190261652564000	{"PV_dQdV":0.009003966115415097}
